run_id,char_id,class,spec,hero_talent,role,region,dungeon,key_level,timed,duration_s,dps,deaths,item_level,date,reset_bucket,post_tuning
2583,1609,Druid,Restoration,Wildstalker,Healer,US,Voidscar Arena,15,-1,1552.0,24795,1,328,2026-07-03,5,0
2583,3748,Mage,Arcane,Spellslinger,DPS,US,Voidscar Arena,15,-1,1552.0,178722,3,328,2026-07-03,5,0
2583,677,DeathKnight,Frost,Deathbringer,DPS,US,Voidscar Arena,15,-1,1552.0,230248,1,328,2026-07-03,5,0
2583,4700,Monk,Windwalker,Shado-Pan,DPS,US,Voidscar Arena,15,-1,1552.0,187615,1,328,2026-07-03,5,0
2584,4348,Paladin,Protection,Lightsmith,Tank,CN,Temple of Sethraliss,17,1,1722.0,173444,0,334,2026-07-18,3,0
2584,1125,Paladin,Holy,Lightsmith,Healer,CN,Temple of Sethraliss,17,1,1722.0,43726,1,334,2026-07-18,3,0
2584,4701,Warlock,Affliction,Soul Harvester,DPS,CN,Temple of Sethraliss,17,1,1722.0,344508,0,334,2026-07-18,3,0
2584,4702,DemonHunter,Devourer,Annihilator,DPS,CN,Temple of Sethraliss,17,1,1722.0,245763,1,334,2026-07-18,3,0
2584,2240,Shaman,Elemental,Farseer,DPS,CN,Temple of Sethraliss,17,1,1722.0,285094,3,334,2026-07-18,3,0
2585,287,Paladin,Protection,Lightsmith,Tank,CN,Altar of Fangs,17,-1,1769.0,191130,0,318,2026-06-28,6,0
2585,4625,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Altar of Fangs,17,-1,1769.0,107664,0,328,2026-06-28,6,0
2585,688,Mage,Arcane,Sunfury,DPS,CN,Altar of Fangs,17,-1,1769.0,252139,0,328,2026-06-28,6,0
2585,4703,DemonHunter,Devourer,Annihilator,DPS,CN,Altar of Fangs,17,-1,1769.0,218275,1,328,2026-06-28,6,0
2585,289,DeathKnight,Frost,Rider of the Apocalypse,DPS,CN,Altar of Fangs,17,-1,1769.0,341712,1,318,2026-06-28,6,0
2586,4704,Paladin,Protection,Lightsmith,Tank,EU,Ruby Life Pools,17,0,1599.1,189966,4,334,2026-07-12,4,0
2586,46,Priest,Discipline,Voidweaver,Healer,EU,Ruby Life Pools,17,0,1599.1,81224,3,334,2026-07-12,4,0
2586,4705,Hunter,BeastMastery,Pack Leader,DPS,EU,Ruby Life Pools,17,0,1599.1,214306,7,334,2026-07-12,4,0
2586,4706,Druid,Balance,Elune's Chosen,DPS,EU,Ruby Life Pools,17,0,1599.1,308706,3,334,2026-07-12,4,0
2586,4707,Mage,Arcane,Spellslinger,DPS,EU,Ruby Life Pools,17,0,1599.1,231341,2,334,2026-07-12,4,0
2587,874,DeathKnight,Blood,Deathbringer,Tank,US,Kings' Rest,12,0,2104.0,76732,3,321,2026-07-26,2,0
2587,875,Paladin,Holy,Herald of the Sun,Healer,US,Kings' Rest,12,0,2104.0,13007,4,321,2026-07-26,2,0
2587,877,Warrior,Fury,Slayer,DPS,US,Kings' Rest,12,0,2104.0,157668,4,321,2026-07-26,2,0
2587,876,Druid,Balance,Elune's Chosen,DPS,US,Kings' Rest,12,0,2104.0,143313,5,321,2026-07-26,2,0
2587,24,Evoker,Augmentation,Chronowarden,DPS,US,Kings' Rest,12,0,2104.0,124465,7,321,2026-07-26,2,0
2588,527,DeathKnight,Blood,Unknown,Tank,US,The Blinding Vale,18,1,1644.2,225912,0,334,2026-07-24,2,0
2588,530,Paladin,Holy,Unknown,Healer,US,The Blinding Vale,18,1,1644.2,52156,1,334,2026-07-24,2,0
2588,1637,Warrior,Fury,Unknown,DPS,US,The Blinding Vale,18,1,1644.2,318951,1,334,2026-07-24,2,0
2588,4708,Shaman,Elemental,Unknown,DPS,US,The Blinding Vale,18,1,1644.2,348181,0,334,2026-07-24,2,0
2588,564,DemonHunter,Devourer,Unknown,DPS,US,The Blinding Vale,18,1,1644.2,299313,2,334,2026-07-24,2,0
2589,4709,Paladin,Protection,Lightsmith,Tank,CN,Temple of Sethraliss,15,1,1564.3,149127,0,334,2026-07-14,4,0
2589,1998,Priest,Discipline,Oracle,Healer,CN,Temple of Sethraliss,15,1,1564.3,22954,3,334,2026-07-14,4,0
2589,2075,Shaman,Elemental,Farseer,DPS,CN,Temple of Sethraliss,15,1,1564.3,271512,1,334,2026-07-14,4,0
2589,4710,Mage,Arcane,Spellslinger,DPS,CN,Temple of Sethraliss,15,1,1564.3,239345,1,334,2026-07-14,4,0
2589,4711,Shaman,Enhancement,Stormbringer,DPS,CN,Temple of Sethraliss,15,1,1564.3,257508,0,334,2026-07-14,4,0
2590,467,Paladin,Protection,Lightsmith,Tank,EU,Murder Row,12,1,1959.6,115715,0,321,2026-07-21,3,0
2590,4712,Priest,Discipline,Voidweaver,Healer,EU,Murder Row,12,1,1959.6,36500,0,321,2026-07-21,3,0
2590,934,Mage,Fire,Sunfury,DPS,EU,Murder Row,12,1,1959.6,114529,1,321,2026-07-21,3,0
2590,4713,Paladin,Retribution,Herald of the Sun,DPS,EU,Murder Row,12,1,1959.6,165235,1,321,2026-07-21,3,0
2590,4074,Druid,Balance,Elune's Chosen,DPS,EU,Murder Row,12,1,1959.6,184962,1,321,2026-07-21,3,0
2591,4714,Paladin,Protection,Lightsmith,Tank,EU,Temple of Sethraliss,18,-1,2893.9,112734,5,334,2026-07-26,2,0
2591,46,Priest,Discipline,Voidweaver,Healer,EU,Temple of Sethraliss,18,-1,2893.9,66546,6,334,2026-07-26,2,0
2591,3663,Shaman,Elemental,Farseer,DPS,EU,Temple of Sethraliss,18,-1,2893.9,245883,7,334,2026-07-26,2,0
2591,2990,DemonHunter,Havoc,Fel-Scarred,DPS,EU,Temple of Sethraliss,18,-1,2893.9,203044,6,334,2026-07-26,2,0
2591,2992,Rogue,Assassination,Fatebound,DPS,EU,Temple of Sethraliss,18,-1,2893.9,199370,7,334,2026-07-26,2,0
2592,2755,Paladin,Protection,Lightsmith,Tank,US,Murder Row,19,1,1860.3,226464,0,334,2026-07-17,3,0
2592,436,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Murder Row,19,1,1860.3,84842,2,334,2026-07-17,3,0
2592,271,Mage,Arcane,Spellslinger,DPS,US,Murder Row,19,1,1860.3,303362,2,334,2026-07-17,3,0
2592,667,Shaman,Elemental,Farseer,DPS,US,Murder Row,19,1,1860.3,316121,4,334,2026-07-17,3,0
2592,438,DemonHunter,Devourer,Annihilator,DPS,US,Murder Row,19,1,1860.3,282957,3,334,2026-07-17,3,0
2593,2937,DemonHunter,Vengeance,Annihilator,Tank,EU,Altar of Fangs,10,-1,1483.6,94855,0,315,2026-06-28,6,0
2593,4715,Monk,Mistweaver,Master of Harmony,Healer,EU,Altar of Fangs,10,-1,1483.6,59010,0,315,2026-06-28,6,0
2593,4716,Shaman,Elemental,Stormbringer,DPS,EU,Altar of Fangs,10,-1,1483.6,186382,1,315,2026-06-28,6,0
2593,4717,Warlock,Affliction,Soul Harvester,DPS,EU,Altar of Fangs,10,-1,1483.6,237904,2,306,2026-06-28,6,0
2593,2525,Hunter,BeastMastery,Pack Leader,DPS,EU,Altar of Fangs,10,-1,1483.6,207374,1,315,2026-06-28,6,0
2594,554,Paladin,Protection,Lightsmith,Tank,EU,Kings' Rest,17,1,1768.7,144954,0,334,2026-07-18,3,0
2594,4718,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Kings' Rest,17,1,1768.7,73805,1,334,2026-07-18,3,0
2594,4719,Mage,Arcane,Spellslinger,DPS,EU,Kings' Rest,17,1,1768.7,187802,2,334,2026-07-18,3,0
2594,973,Warrior,Fury,Slayer,DPS,EU,Kings' Rest,17,1,1768.7,204247,1,334,2026-07-18,3,0
2594,4720,DemonHunter,Devourer,Void-Scarred,DPS,EU,Kings' Rest,17,1,1768.7,213232,2,334,2026-07-18,3,0
2595,541,DemonHunter,Vengeance,Annihilator,Tank,US,The Blinding Vale,12,-1,1643.8,107359,1,315,2026-07-04,5,0
2595,3688,Shaman,Restoration,Totemic,Healer,US,The Blinding Vale,12,-1,1643.8,12524,2,315,2026-07-04,5,0
2595,106,Druid,Balance,Elune's Chosen,DPS,US,The Blinding Vale,12,-1,1643.8,230167,5,315,2026-07-04,5,0
2595,3689,Warlock,Demonology,Diabolist,DPS,US,The Blinding Vale,12,-1,1643.8,162979,4,315,2026-07-04,5,0
2595,539,Evoker,Augmentation,Scalecommander,DPS,US,The Blinding Vale,12,-1,1643.8,165819,5,315,2026-07-04,5,0
2596,3091,Paladin,Protection,Unknown,Tank,US,The Blinding Vale,16,-1,1668.1,145258,2,328,2026-07-06,5,0
2596,380,Priest,Discipline,Unknown,Healer,US,The Blinding Vale,16,-1,1668.1,34232,4,328,2026-07-06,5,0
2596,694,DeathKnight,Frost,Unknown,DPS,US,The Blinding Vale,16,-1,1668.1,252094,6,328,2026-07-06,5,0
2596,140,Mage,Arcane,Unknown,DPS,US,The Blinding Vale,16,-1,1668.1,310922,0,328,2026-07-06,5,0
2596,864,Shaman,Enhancement,Unknown,DPS,US,The Blinding Vale,16,-1,1668.1,246940,2,328,2026-07-06,5,0
2597,4721,DeathKnight,Blood,San'layn,Tank,US,Murder Row,16,1,1697.0,180984,0,334,2026-07-25,2,0
2597,4722,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Murder Row,16,1,1697.0,50657,1,334,2026-07-25,2,0
2597,4723,DemonHunter,Devourer,Annihilator,DPS,US,Murder Row,16,1,1697.0,273141,0,334,2026-07-25,2,0
2597,4724,Druid,Balance,Elune's Chosen,DPS,US,Murder Row,16,1,1697.0,270955,1,334,2026-07-25,2,0
2597,2724,Mage,Arcane,Spellslinger,DPS,US,Murder Row,16,1,1697.0,268300,0,334,2026-07-25,2,0
2598,4725,DeathKnight,Blood,Deathbringer,Tank,US,Voidscar Arena,16,0,1824.4,129796,2,334,2026-07-23,2,0
2598,4614,Paladin,Holy,Herald of the Sun,Healer,US,Voidscar Arena,16,0,1824.4,19865,2,334,2026-07-23,2,0
2598,764,Warrior,Arms,Slayer,DPS,US,Voidscar Arena,16,0,1824.4,228080,4,334,2026-07-23,2,0
2598,59,Paladin,Retribution,Herald of the Sun,DPS,US,Voidscar Arena,16,0,1824.4,241029,5,334,2026-07-23,2,0
2598,923,Shaman,Enhancement,Stormbringer,DPS,US,Voidscar Arena,16,0,1824.4,268878,2,334,2026-07-23,2,0
2599,4145,Paladin,Protection,Lightsmith,Tank,US,Ruby Life Pools,16,1,1264.8,219196,1,334,2026-07-12,4,0
2599,214,Paladin,Holy,Lightsmith,Healer,US,Ruby Life Pools,16,1,1264.8,60748,1,334,2026-07-12,4,0
2599,693,Warrior,Arms,Colossus,DPS,US,Ruby Life Pools,16,1,1264.8,305307,1,334,2026-07-12,4,0
2599,4146,Evoker,Augmentation,Chronowarden,DPS,US,Ruby Life Pools,16,1,1264.8,250787,0,334,2026-07-12,4,0
2599,453,Hunter,BeastMastery,Pack Leader,DPS,US,Ruby Life Pools,16,1,1264.8,321879,0,334,2026-07-12,4,0
2600,2440,DeathKnight,Blood,Deathbringer,Tank,EU,Ruby Life Pools,20,1,1589.8,213590,0,334,2026-07-12,4,0
2600,902,Priest,Discipline,Oracle,Healer,EU,Ruby Life Pools,20,1,1589.8,33456,4,334,2026-07-12,4,0
2600,686,Druid,Balance,Elune's Chosen,DPS,EU,Ruby Life Pools,20,1,1589.8,379102,2,334,2026-07-12,4,0
2600,684,Shaman,Elemental,Farseer,DPS,EU,Ruby Life Pools,20,1,1589.8,372670,2,334,2026-07-12,4,0
2600,685,Warrior,Arms,Colossus,DPS,EU,Ruby Life Pools,20,1,1589.8,402728,1,334,2026-07-12,4,0
2601,4726,Druid,Guardian,Elune's Chosen,Tank,EU,Ruby Life Pools,12,1,1375.9,92267,1,321,2026-07-24,2,0
2601,2769,Priest,Discipline,Voidweaver,Healer,EU,Ruby Life Pools,12,1,1375.9,36072,2,321,2026-07-24,2,0
2601,1081,Warlock,Affliction,Soul Harvester,DPS,EU,Ruby Life Pools,12,1,1375.9,245130,4,321,2026-07-24,2,0
2601,341,Evoker,Devastation,Flameshaper,DPS,EU,Ruby Life Pools,12,1,1375.9,156959,4,321,2026-07-24,2,0
2601,340,Shaman,Enhancement,Stormbringer,DPS,EU,Ruby Life Pools,12,1,1375.9,214780,3,321,2026-07-24,2,0
2602,1598,Monk,Brewmaster,Shado-Pan,Tank,US,Kings' Rest,17,0,1984.1,105636,1,334,2026-07-12,4,0
2602,80,Evoker,Preservation,Flameshaper,Healer,US,Kings' Rest,17,0,1984.1,103839,2,334,2026-07-12,4,0
2602,2988,DemonHunter,Devourer,Annihilator,DPS,US,Kings' Rest,17,0,1984.1,210222,2,334,2026-07-12,4,0
2602,2014,Mage,Arcane,Spellslinger,DPS,US,Kings' Rest,17,0,1984.1,215312,5,334,2026-07-12,4,0
2602,834,Shaman,Enhancement,Totemic,DPS,US,Kings' Rest,17,0,1984.1,176770,4,334,2026-07-12,4,0
2603,5,Warrior,Protection,Unknown,Tank,US,Murder Row,18,-1,1659.6,137379,0,328,2026-07-03,5,0
2603,899,Monk,Mistweaver,Unknown,Healer,US,Murder Row,18,-1,1659.6,57022,3,328,2026-07-03,5,0
2603,7,DeathKnight,Frost,Unknown,DPS,US,Murder Row,18,-1,1659.6,290274,1,328,2026-07-03,5,0
2603,1613,DeathKnight,Frost,Unknown,DPS,US,Murder Row,18,-1,1659.6,298091,1,328,2026-07-03,5,0
2603,900,Mage,Arcane,Unknown,DPS,US,Murder Row,18,-1,1659.6,401052,1,328,2026-07-03,5,0
2604,2722,Paladin,Protection,Lightsmith,Tank,US,Ruby Life Pools,15,-1,1489.3,161453,0,334,2026-07-09,4,0
2604,242,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Ruby Life Pools,15,-1,1489.3,86951,0,334,2026-07-09,4,0
2604,800,DeathKnight,Frost,Rider of the Apocalypse,DPS,US,Ruby Life Pools,15,-1,1489.3,233887,2,334,2026-07-09,4,0
2604,4727,Evoker,Augmentation,Chronowarden,DPS,US,Ruby Life Pools,15,-1,1489.3,247658,2,334,2026-07-09,4,0
2604,4728,Mage,Arcane,Spellslinger,DPS,US,Ruby Life Pools,15,-1,1489.3,230047,2,334,2026-07-09,4,0
2605,4684,Paladin,Protection,Lightsmith,Tank,EU,Altar of Fangs,10,-1,1797.2,103150,2,315,2026-06-28,6,0
2605,4685,Priest,Discipline,Oracle,Healer,EU,Altar of Fangs,10,-1,1797.2,16233,4,315,2026-06-28,6,0
2605,4686,Warrior,Fury,Slayer,DPS,EU,Altar of Fangs,10,-1,1797.2,153084,3,315,2026-06-28,6,0
2605,358,Paladin,Retribution,Templar,DPS,EU,Altar of Fangs,10,-1,1797.2,155589,4,315,2026-06-28,6,0
2605,1662,Warlock,Demonology,Diabolist,DPS,EU,Altar of Fangs,10,-1,1797.2,167064,5,315,2026-06-28,6,0
2606,1165,DemonHunter,Vengeance,Annihilator,Tank,CN,Murder Row,15,-1,3533.8,60377,8,328,2026-07-03,5,0
2606,1166,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Murder Row,15,-1,3533.8,35690,11,328,2026-07-03,5,0
2606,1168,DeathKnight,Frost,Rider of the Apocalypse,DPS,CN,Murder Row,15,-1,3533.8,145170,11,328,2026-07-03,5,0
2606,1167,DeathKnight,Frost,Rider of the Apocalypse,DPS,CN,Murder Row,15,-1,3533.8,155896,15,328,2026-07-03,5,0
2606,1169,Hunter,BeastMastery,Pack Leader,DPS,CN,Murder Row,15,-1,3533.8,143606,8,328,2026-07-03,5,0
2607,1242,Warrior,Protection,Mountain Thane,Tank,CN,Altar of Fangs,18,-1,1612.8,201289,0,328,2026-06-29,6,0
2607,1522,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Altar of Fangs,18,-1,1612.8,69280,0,328,2026-06-29,6,0
2607,224,DeathKnight,Frost,Rider of the Apocalypse,DPS,CN,Altar of Fangs,18,-1,1612.8,390846,0,328,2026-06-29,6,0
2607,2763,DeathKnight,Frost,Rider of the Apocalypse,DPS,CN,Altar of Fangs,18,-1,1612.8,334416,0,328,2026-06-29,6,0
2607,690,Paladin,Retribution,Herald of the Sun,DPS,CN,Altar of Fangs,18,-1,1612.8,355205,1,328,2026-06-29,6,0
2608,901,DemonHunter,Vengeance,Annihilator,Tank,EU,Kings' Rest,19,0,2026.6,133988,1,334,2026-07-13,4,0
2608,787,Priest,Discipline,Oracle,Healer,EU,Kings' Rest,19,0,2026.6,28546,2,334,2026-07-13,4,0
2608,2263,DeathKnight,Unholy,Rider of the Apocalypse,DPS,EU,Kings' Rest,19,0,2026.6,187851,2,334,2026-07-13,4,0
2608,3106,Shaman,Enhancement,Stormbringer,DPS,EU,Kings' Rest,19,0,2026.6,237558,4,334,2026-07-13,4,0
2608,686,Druid,Balance,Elune's Chosen,DPS,EU,Kings' Rest,19,0,2026.6,285444,3,334,2026-07-13,4,0
2609,1267,Paladin,Protection,Lightsmith,Tank,EU,Kings' Rest,19,1,1817.1,149167,0,334,2026-07-14,4,0
2609,46,Priest,Discipline,Voidweaver,Healer,EU,Kings' Rest,19,1,1817.1,71018,1,334,2026-07-14,4,0
2609,313,Mage,Arcane,Spellslinger,DPS,EU,Kings' Rest,19,1,1817.1,271133,0,334,2026-07-14,4,0
2609,1269,Warlock,Demonology,Diabolist,DPS,EU,Kings' Rest,19,1,1817.1,241232,1,334,2026-07-14,4,0
2609,1268,Druid,Balance,Elune's Chosen,DPS,EU,Kings' Rest,19,1,1817.1,228053,0,334,2026-07-14,4,0
2610,791,Paladin,Protection,Lightsmith,Tank,US,Altar of Fangs,14,0,1856.8,126464,1,321,2026-07-22,2,0
2610,1234,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Altar of Fangs,14,0,1856.8,59390,4,321,2026-07-22,2,0
2610,399,Hunter,Marksmanship,Sentinel,DPS,US,Altar of Fangs,14,0,1856.8,217356,4,321,2026-07-22,2,0
2610,397,Shaman,Enhancement,Stormbringer,DPS,US,Altar of Fangs,14,0,1856.8,217823,2,321,2026-07-22,2,0
2610,792,Evoker,Augmentation,Scalecommander,DPS,US,Altar of Fangs,14,0,1856.8,189004,2,321,2026-07-22,2,0
2611,3189,DemonHunter,Vengeance,Annihilator,Tank,US,Temple of Sethraliss,15,1,1734.8,157057,0,334,2026-07-12,4,0
2611,4729,Paladin,Holy,Lightsmith,Healer,US,Temple of Sethraliss,15,1,1734.8,38074,1,334,2026-07-12,4,0
2611,4730,Mage,Frost,Spellslinger,DPS,US,Temple of Sethraliss,15,1,1734.8,219762,3,334,2026-07-12,4,0
2611,379,Paladin,Retribution,Herald of the Sun,DPS,US,Temple of Sethraliss,15,1,1734.8,224738,1,334,2026-07-12,4,0
2611,3944,Mage,Arcane,Spellslinger,DPS,US,Temple of Sethraliss,15,1,1734.8,245471,1,334,2026-07-12,4,0
2612,25,Paladin,Protection,Lightsmith,Tank,EU,The Blinding Vale,12,1,1573.5,118393,1,321,2026-07-18,3,0
2612,26,Druid,Restoration,Wildstalker,Healer,EU,The Blinding Vale,12,1,1573.5,3608,3,321,2026-07-18,3,0
2612,27,DemonHunter,Devourer,Annihilator,DPS,EU,The Blinding Vale,12,1,1573.5,203999,2,321,2026-07-18,3,0
2612,28,Hunter,Survival,Sentinel,DPS,EU,The Blinding Vale,12,1,1573.5,214053,3,321,2026-07-18,3,0
2612,29,Paladin,Retribution,Herald of the Sun,DPS,EU,The Blinding Vale,12,1,1573.5,198832,1,321,2026-07-18,3,0
2613,4731,Paladin,Protection,Lightsmith,Tank,US,Kings' Rest,12,-1,1770.1,109543,1,321,2026-07-09,4,0
2613,297,Priest,Holy,Oracle,Healer,US,Kings' Rest,12,-1,1770.1,23618,1,321,2026-07-09,4,0
2613,4732,Shaman,Elemental,Farseer,DPS,US,Kings' Rest,12,-1,1770.1,142314,2,321,2026-07-09,4,0
2613,4733,Priest,Shadow,Voidweaver,DPS,US,Kings' Rest,12,-1,1770.1,136848,1,321,2026-07-09,4,0
2613,4734,Paladin,Retribution,Templar,DPS,US,Kings' Rest,12,-1,1770.1,135752,2,321,2026-07-09,4,0
2614,527,DeathKnight,Blood,San'layn,Tank,US,The Blinding Vale,19,0,1849.4,254376,0,334,2026-07-24,2,0
2614,1609,Druid,Restoration,Wildstalker,Healer,US,The Blinding Vale,19,0,1849.4,24324,4,334,2026-07-24,2,0
2614,1245,Warrior,Arms,Slayer,DPS,US,The Blinding Vale,19,0,1849.4,378343,8,334,2026-07-24,2,0
2614,221,Monk,Windwalker,Conduit of the Celestials,DPS,US,The Blinding Vale,19,0,1849.4,373543,2,334,2026-07-24,2,0
2614,1604,Mage,Arcane,Spellslinger,DPS,US,The Blinding Vale,19,0,1849.4,280008,3,334,2026-07-24,2,0
2615,1854,DeathKnight,Blood,Deathbringer,Tank,US,Voidscar Arena,15,0,2050.6,138885,2,334,2026-07-26,2,0
2615,1830,Paladin,Holy,Herald of the Sun,Healer,US,Voidscar Arena,15,0,2050.6,16392,3,334,2026-07-26,2,0
2615,1413,Shaman,Elemental,Farseer,DPS,US,Voidscar Arena,15,0,2050.6,205984,4,334,2026-07-26,2,0
2615,960,Mage,Fire,Sunfury,DPS,US,Voidscar Arena,15,0,2050.6,170307,4,334,2026-07-26,2,0
2615,2444,Druid,Balance,Elune's Chosen,DPS,US,Voidscar Arena,15,0,2050.6,202077,3,334,2026-07-26,2,0
2616,2146,Paladin,Protection,Lightsmith,Tank,EU,The Blinding Vale,18,0,2303.3,155872,3,334,2026-07-18,3,0
2616,338,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,The Blinding Vale,18,0,2303.3,88819,6,334,2026-07-18,3,0
2616,3277,Shaman,Enhancement,Stormbringer,DPS,EU,The Blinding Vale,18,0,2303.3,263841,12,334,2026-07-18,3,0
2616,4735,Warrior,Arms,Colossus,DPS,EU,The Blinding Vale,18,0,2303.3,246548,10,334,2026-07-18,3,0
2616,4301,Monk,Windwalker,Shado-Pan,DPS,EU,The Blinding Vale,18,0,2303.3,259490,11,334,2026-07-18,3,0
2617,1020,Paladin,Protection,Lightsmith,Tank,CN,Den of Nalorakk,18,1,1795.4,151308,0,334,2026-07-23,2,0
2617,2170,Shaman,Restoration,Totemic,Healer,CN,Den of Nalorakk,18,1,1795.4,51882,0,334,2026-07-23,2,0
2617,4736,Druid,Balance,Elune's Chosen,DPS,CN,Den of Nalorakk,18,1,1795.4,287526,1,334,2026-07-23,2,0
2617,460,Warrior,Arms,Slayer,DPS,CN,Den of Nalorakk,18,1,1795.4,293773,0,334,2026-07-23,2,0
2617,4737,Mage,Arcane,Sunfury,DPS,CN,Den of Nalorakk,18,1,1795.4,238990,1,334,2026-07-23,2,0
2618,4738,DeathKnight,Blood,Deathbringer,Tank,US,Altar of Fangs,10,-1,1821.7,95770,1,315,2026-06-28,6,0
2618,4739,Druid,Restoration,Keeper of the Grove,Healer,US,Altar of Fangs,10,-1,1821.7,19969,3,315,2026-06-28,6,0
2618,4740,Mage,Frost,Spellslinger,DPS,US,Altar of Fangs,10,-1,1821.7,178533,4,315,2026-06-28,6,0
2618,4741,Shaman,Elemental,Stormbringer,DPS,US,Altar of Fangs,10,-1,1821.7,122310,6,315,2026-06-28,6,0
2618,4742,Rogue,Outlaw,Trickster,DPS,US,Altar of Fangs,10,-1,1821.7,194804,2,315,2026-06-28,6,0
2619,287,Paladin,Protection,Lightsmith,Tank,CN,Ruby Life Pools,18,-1,1502.6,223560,2,334,2026-07-09,4,0
2619,288,Monk,Mistweaver,Conduit of the Celestials,Healer,CN,Ruby Life Pools,18,-1,1502.6,84810,0,334,2026-07-09,4,0
2619,4743,Mage,Arcane,Spellslinger,DPS,CN,Ruby Life Pools,18,-1,1502.6,335143,0,334,2026-07-09,4,0
2619,1180,Shaman,Enhancement,Stormbringer,DPS,CN,Ruby Life Pools,18,-1,1502.6,295294,0,334,2026-07-09,4,0
2619,2037,DeathKnight,Frost,Rider of the Apocalypse,DPS,CN,Ruby Life Pools,18,-1,1502.6,339792,0,334,2026-07-09,4,0
2620,1267,Paladin,Protection,Lightsmith,Tank,EU,Ruby Life Pools,15,-1,1488.8,163034,0,334,2026-07-09,4,0
2620,4744,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Ruby Life Pools,15,-1,1488.8,86501,0,334,2026-07-09,4,0
2620,4745,Mage,Arcane,Spellslinger,DPS,EU,Ruby Life Pools,15,-1,1488.8,231558,2,334,2026-07-09,4,0
2620,4746,DeathKnight,Frost,Rider of the Apocalypse,DPS,EU,Ruby Life Pools,15,-1,1488.8,232421,2,334,2026-07-09,4,0
2620,446,Evoker,Augmentation,Chronowarden,DPS,EU,Ruby Life Pools,15,-1,1488.8,248234,2,334,2026-07-09,4,0
2621,3019,DemonHunter,Vengeance,Annihilator,Tank,EU,Voidscar Arena,12,-1,2648.5,62753,5,315,2026-07-04,5,0
2621,3020,Shaman,Restoration,Totemic,Healer,EU,Voidscar Arena,12,-1,2648.5,10438,4,315,2026-07-04,5,0
2621,3021,Hunter,Marksmanship,Sentinel,DPS,EU,Voidscar Arena,12,-1,2648.5,75523,8,315,2026-07-04,5,0
2621,4114,Monk,Windwalker,Shado-Pan,DPS,EU,Voidscar Arena,12,-1,2648.5,97363,9,315,2026-07-04,5,0
2621,3023,DeathKnight,Frost,Rider of the Apocalypse,DPS,EU,Voidscar Arena,12,-1,2648.5,94758,5,315,2026-07-04,5,0
2622,249,Warrior,Protection,Unknown,Tank,US,Murder Row,17,-1,1895.0,122399,0,328,2026-07-04,5,0
2622,371,Monk,Mistweaver,Unknown,Healer,US,Murder Row,17,-1,1895.0,66760,0,328,2026-07-04,5,0
2622,4747,Mage,Arcane,Unknown,DPS,US,Murder Row,17,-1,1895.0,237548,0,328,2026-07-04,5,0
2622,1549,DeathKnight,Frost,Unknown,DPS,US,Murder Row,17,-1,1895.0,265517,1,328,2026-07-04,5,0
2622,253,Evoker,Augmentation,Unknown,DPS,US,Murder Row,17,-1,1895.0,273865,1,328,2026-07-04,5,0
2623,268,Paladin,Protection,Lightsmith,Tank,US,Temple of Sethraliss,19,1,1662.2,283601,0,334,2026-07-12,4,0
2623,1545,Monk,Mistweaver,Conduit of the Celestials,Healer,US,Temple of Sethraliss,19,1,1662.2,78701,1,334,2026-07-12,4,0
2623,2012,Priest,Shadow,Archon,DPS,US,Temple of Sethraliss,19,1,1662.2,327610,1,334,2026-07-12,4,0
2623,115,DemonHunter,Devourer,Annihilator,DPS,US,Temple of Sethraliss,19,1,1662.2,332727,1,334,2026-07-12,4,0
2623,422,Mage,Arcane,Spellslinger,DPS,US,Temple of Sethraliss,19,1,1662.2,356267,0,334,2026-07-12,4,0
2624,901,DemonHunter,Vengeance,Annihilator,Tank,EU,Ruby Life Pools,19,-1,1543.1,231137,0,334,2026-07-10,4,0
2624,2470,Monk,Mistweaver,Conduit of the Celestials,Healer,EU,Ruby Life Pools,19,-1,1543.1,73498,2,334,2026-07-10,4,0
2624,1623,Shaman,Enhancement,Stormbringer,DPS,EU,Ruby Life Pools,19,-1,1543.1,401628,6,334,2026-07-10,4,0
2624,903,Warrior,Arms,Colossus,DPS,EU,Ruby Life Pools,19,-1,1543.1,372529,3,334,2026-07-10,4,0
2624,4301,Monk,Windwalker,Shado-Pan,DPS,EU,Ruby Life Pools,19,-1,1543.1,268241,2,334,2026-07-10,4,0
2625,3447,Paladin,Protection,Unknown,Tank,US,Voidscar Arena,18,1,1642.4,144513,1,334,2026-07-22,2,0
2625,2359,Monk,Mistweaver,Unknown,Healer,US,Voidscar Arena,18,1,1642.4,81631,2,334,2026-07-22,2,0
2625,1558,Paladin,Retribution,Unknown,DPS,US,Voidscar Arena,18,1,1642.4,325881,2,334,2026-07-22,2,0
