subset,composition,runs,strength,avg_key,avg_pct_under,best_pct_under,median_pct_under,key_slope,ref_key,best_time_s,best_dungeon,best_key,best_date,median_time_s,avg_deaths_per_run,timed_pct
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,800,6.21,9.6,16.6,61.3,17.6,-3.752,8.45,697.0,Voidscar Arena,5,2026-08-19,1528.0,6.52,85.8
all,T:Brewmaster Monk | H:Restoration Shaman | D:Retribution Paladin | D:Subtlety Rogue | D:Arms Warrior,23,3.6,8.7,21.2,47.6,20.6,-3.752,8.45,1068.0,Murder Row,2,2026-08-18,1496.0,4.04,100.0
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Arcane Mage | D:Arcane Mage | D:Arms Warrior,23,3.57,8.9,20.2,50.6,20.1,-3.752,8.45,978.0,Kings' Rest,2,2026-08-18,1535.0,6.39,91.3
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Balance Druid | D:BeastMastery Hunter | D:Arcane Mage,23,3.13,8.1,25.5,46.8,26.3,-3.752,8.45,894.0,Ruby Life Pools,2,2026-08-20,1297.0,5.87,91.3
all,T:Guardian Druid | H:Holy Paladin | D:Windwalker Monk | D:Elemental Shaman | D:Arms Warrior,23,2.49,8.7,20.2,43.1,19.8,-3.752,8.45,1092.0,Den of Nalorakk,2,2026-08-19,1483.0,5.09,95.7
all,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Outlaw Rogue,23,2.35,9.0,17.7,42.8,19.7,-3.752,8.45,1098.0,Temple of Sethraliss,5,2026-08-20,1556.0,5.13,87.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Havoc DemonHunter | D:Arcane Mage | D:Destruction Warlock,23,2.3,9.0,17.7,47.8,18.1,-3.752,8.45,940.0,The Blinding Vale,2,2026-08-19,1571.0,6.52,87.0
all,T:Guardian Druid | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Elemental Shaman,23,2.08,8.3,22.3,40.1,22.8,-3.752,8.45,1078.0,Altar of Fangs,4,2026-08-20,1437.0,3.83,91.3
all,T:Blood DeathKnight | H:Discipline Priest | D:Arcane Mage | D:Outlaw Rogue | D:Arms Warrior,23,2.05,8.7,20.0,56.9,21.0,-3.752,8.45,724.0,Ruby Life Pools,5,2026-08-19,1517.0,6.22,87.0
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Balance Druid | D:Arcane Mage | D:Demonology Warlock,23,2.04,8.6,20.6,49.7,22.2,-3.752,8.45,844.0,Ruby Life Pools,2,2026-08-19,1524.0,7.35,91.3
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Elemental Shaman,23,2.0,9.2,16.0,53.0,18.3,-3.752,8.45,846.0,Altar of Fangs,2,2026-08-19,1526.0,4.96,78.3
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Balance Druid,23,1.88,9.5,13.6,44.6,13.5,-3.752,8.45,997.0,Altar of Fangs,4,2026-08-20,1626.0,6.22,82.6
all,T:Guardian Druid | H:Restoration Shaman | D:BeastMastery Hunter | D:Arcane Mage | D:Demonology Warlock,23,1.8,8.2,22.9,56.9,22.2,-3.752,8.45,853.0,Kings' Rest,2,2026-08-19,1420.0,5.17,95.7
all,T:Brewmaster Monk | H:Holy Paladin | D:Arcane Mage | D:Windwalker Monk | D:Elemental Shaman,23,1.65,9.7,11.3,44.8,12.3,-3.752,8.45,1093.0,Kings' Rest,2,2026-08-19,1714.0,6.83,87.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Havoc DemonHunter | D:Arcane Mage,23,1.42,8.7,18.5,49.8,18.4,-3.752,8.45,994.0,Kings' Rest,2,2026-08-20,1539.0,4.57,91.3
all,T:Protection Paladin | H:Restoration Shaman | D:Havoc DemonHunter | D:Arcane Mage | D:Retribution Paladin,23,1.37,7.9,25.0,54.8,25.2,-3.752,8.45,813.0,Altar of Fangs,2,2026-08-19,1447.0,5.35,91.3
all,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Elemental Shaman,23,1.29,8.4,21.0,52.1,31.2,-3.752,8.45,862.0,The Blinding Vale,2,2026-08-19,1328.0,6.3,82.6
all,T:Blood DeathKnight | H:Restoration Shaman | D:Havoc DemonHunter | D:BeastMastery Hunter | D:Arms Warrior,23,1.29,7.8,25.2,55.9,24.3,-3.752,8.45,794.0,Voidscar Arena,2,2026-08-19,1452.0,6.09,95.7
all,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Balance Druid | D:Marksmanship Hunter,23,0.69,9.6,11.1,33.7,15.3,-3.752,8.45,1353.0,Murder Row,8,2026-08-20,1522.0,7.0,73.9
all,T:Protection Paladin | H:Holy Paladin | D:Shadow Priest | D:Elemental Shaman | D:Arms Warrior,23,0.44,8.9,16.0,38.3,20.9,-3.752,8.45,1184.0,Temple of Sethraliss,4,2026-08-20,1508.0,6.13,82.6
all,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Windwalker Monk | D:Arms Warrior,23,0.4,8.8,17.0,47.2,15.9,-3.752,8.45,951.0,Voidscar Arena,2,2026-08-19,1614.0,5.83,91.3
all,T:Guardian Druid | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Demonology Warlock,23,0.39,9.4,12.1,49.6,13.1,-3.752,8.45,1029.0,Murder Row,2,2026-08-19,1686.0,7.61,87.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Havoc DemonHunter | D:Arcane Mage | D:Windwalker Monk,23,0.01,8.7,17.2,45.8,12.7,-3.752,8.45,910.0,Ruby Life Pools,2,2026-08-19,1682.0,4.35,91.3
all,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Windwalker Monk,23,-0.46,8.1,20.8,49.9,30.9,-3.752,8.45,902.0,Voidscar Arena,2,2026-08-19,1283.0,6.09,82.6
all,T:Protection Warrior | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,23,-0.62,8.1,20.6,44.4,26.6,-3.752,8.45,1001.0,Altar of Fangs,2,2026-08-19,1364.0,6.65,78.3
all,T:Blood DeathKnight | H:Discipline Priest | D:Windwalker Monk | D:Elemental Shaman | D:Arms Warrior,23,-0.65,8.7,16.0,41.6,18.5,-3.752,8.45,1157.0,Kings' Rest,5,2026-08-19,1609.0,6.17,87.0
all,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Fury Warrior,23,-1.01,8.3,18.5,57.8,20.3,-3.752,8.45,710.0,Ruby Life Pools,5,2026-08-19,1551.0,4.87,87.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Augmentation Evoker | D:Arcane Mage | D:Elemental Shaman,23,-1.24,9.2,12.0,51.2,9.8,-3.752,8.45,878.0,The Blinding Vale,2,2026-08-19,1734.0,8.0,69.6
all,T:Vengeance DemonHunter | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Retribution Paladin,23,-1.24,8.9,14.3,43.6,14.8,-3.752,8.45,1118.0,Kings' Rest,5,2026-08-18,1548.0,6.91,82.6
all,T:Protection Paladin | H:Holy Paladin | D:Devourer DemonHunter | D:Retribution Paladin | D:Elemental Shaman,23,-1.25,8.6,16.3,55.3,15.2,-3.752,8.45,804.0,The Blinding Vale,2,2026-08-19,1518.0,6.87,82.6
all,T:Blood DeathKnight | H:Restoration Druid | D:BeastMastery Hunter | D:Retribution Paladin | D:Arms Warrior,23,-1.31,8.0,20.8,48.9,20.4,-3.752,8.45,920.0,Altar of Fangs,2,2026-08-19,1542.0,7.35,87.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Augmentation Evoker | D:Elemental Shaman | D:Arms Warrior,23,-1.63,8.7,14.8,42.2,17.8,-3.752,8.45,1041.0,The Blinding Vale,5,2026-08-18,1481.0,5.78,82.6
all,T:Protection Warrior | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Arms Warrior,23,-1.91,7.4,24.6,52.9,27.9,-3.752,8.45,848.0,Voidscar Arena,2,2026-08-19,1272.0,4.83,87.0
all,T:Protection Paladin | H:Preservation Evoker | D:Unholy DeathKnight | D:Balance Druid | D:Arcane Mage,23,-1.97,9.1,11.5,55.7,10.2,-3.752,8.45,798.0,Voidscar Arena,4,2026-08-19,1669.0,7.61,78.3
all,T:Protection Paladin | H:Restoration Shaman | D:Frost DeathKnight | D:BeastMastery Hunter | D:Arms Warrior,23,-1.98,7.8,21.3,49.2,19.6,-3.752,8.45,915.0,The Blinding Vale,2,2026-08-19,1544.0,5.43,82.6
all,T:Guardian Druid | H:Restoration Shaman | D:Retribution Paladin | D:Shadow Priest | D:Arms Warrior,23,-2.56,8.0,19.6,45.6,15.8,-3.752,8.45,913.0,Ruby Life Pools,6,2026-08-19,1550.0,5.48,91.3
all,T:Protection Paladin | H:Restoration Shaman | D:BeastMastery Hunter | D:Arcane Mage | D:Elemental Shaman,23,-2.61,7.8,20.8,47.4,13.8,-3.752,8.45,883.0,Ruby Life Pools,4,2026-08-19,1590.0,5.09,91.3
all,T:Blood DeathKnight | H:Restoration Shaman | D:Retribution Paladin | D:Shadow Priest | D:Elemental Shaman,23,-2.86,8.7,13.7,48.9,11.8,-3.752,8.45,920.0,Voidscar Arena,5,2026-08-19,1672.0,6.83,78.3
all,T:Blood DeathKnight | H:Restoration Druid | D:BeastMastery Hunter | D:Arcane Mage | D:Retribution Paladin,23,-3.39,8.5,14.6,56.9,14.7,-3.752,8.45,776.0,The Blinding Vale,2,2026-08-19,1650.0,6.61,73.9
all,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Arcane Mage | D:Elemental Shaman,23,-3.47,8.3,16.2,47.7,16.5,-3.752,8.45,941.0,The Blinding Vale,2,2026-08-19,1614.0,7.57,91.3
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Windwalker Monk | D:Outlaw Rogue,23,-3.65,9.4,7.1,31.4,10.0,-3.752,8.45,1318.0,Temple of Sethraliss,8,2026-08-20,1651.0,8.7,82.6
all,T:Protection Warrior | H:Restoration Shaman | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,23,-6.85,7.1,20.5,46.7,21.4,-3.752,8.45,1056.0,Kings' Rest,5,2026-08-19,1400.0,7.09,82.6
all,T:Protection Warrior | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Retribution Paladin,23,-7.18,6.8,22.8,56.6,28.4,-3.752,8.45,885.0,Murder Row,2,2026-08-19,1348.0,6.09,87.0
all,T:Protection Paladin | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Destruction Warlock,23,-12.18,6.8,16.7,46.7,17.7,-3.752,8.45,895.0,Ruby Life Pools,5,2026-08-19,1481.0,5.48,87.0
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Frost DeathKnight | D:Outlaw Rogue | D:Arms Warrior,22,23.95,10.7,31.6,49.1,39.1,-3.752,8.45,854.0,Ruby Life Pools,10,2026-08-19,1154.0,3.05,95.5
all,T:Protection Paladin | H:Restoration Druid | D:Feral Druid | D:Marksmanship Hunter | D:Arms Warrior,22,22.42,10.1,33.8,44.1,36.5,-3.752,8.45,1073.0,Temple of Sethraliss,10,2026-08-19,1223.0,2.77,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Marksmanship Hunter | D:Subtlety Rogue,22,17.63,11.3,19.4,37.9,19.3,-3.752,8.45,1118.0,Voidscar Arena,10,2026-08-18,1444.0,4.59,90.9
all,T:Vengeance DemonHunter | H:Mistweaver Monk | D:Unholy DeathKnight | D:Arcane Mage | D:Shadow Priest,22,13.83,10.2,22.6,37.8,29.2,-3.752,8.45,1268.0,Murder Row,10,2026-08-20,1386.0,5.41,90.9
all,T:Vengeance DemonHunter | H:Holy Paladin | D:Balance Druid | D:Marksmanship Hunter | D:Arcane Mage,22,13.69,9.2,30.0,39.0,30.6,-3.752,8.45,1098.0,Voidscar Arena,10,2026-08-19,1282.0,3.77,100.0
all,T:Protection Paladin | H:Preservation Evoker | D:Arcane Mage | D:Arcane Mage | D:Assassination Rogue,22,11.99,9.4,26.5,59.8,28.1,-3.752,8.45,821.0,Murder Row,2,2026-08-19,1333.0,4.59,95.5
all,T:Blood DeathKnight | H:Preservation Evoker | D:Shadow Priest | D:Elemental Shaman | D:Arms Warrior,22,11.49,8.6,31.7,60.6,30.0,-3.752,8.45,710.0,The Blinding Vale,5,2026-08-19,1320.0,2.64,100.0
all,T:Protection Paladin | H:Holy Paladin | D:Devourer DemonHunter | D:Subtlety Rogue | D:Elemental Shaman,22,11.19,9.9,22.1,43.5,22.4,-3.752,8.45,1018.0,Voidscar Arena,5,2026-08-18,1450.0,2.77,100.0
all,T:Guardian Druid | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Subtlety Rogue,22,10.69,10.1,19.8,43.0,21.6,-3.752,8.45,1163.0,Murder Row,2,2026-08-19,1459.0,3.77,90.9
all,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Devastation Evoker | D:Arcane Mage,22,8.71,9.3,23.5,53.4,21.1,-3.752,8.45,782.0,Ruby Life Pools,2,2026-08-19,1428.0,3.18,100.0
all,T:Protection Paladin | H:Mistweaver Monk | D:Devourer DemonHunter | D:Balance Druid | D:Arcane Mage,22,8.18,9.5,20.8,45.3,21.5,-3.752,8.45,1115.0,Murder Row,5,2026-08-19,1512.0,5.0,95.5
all,T:Protection Warrior | H:Restoration Shaman | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Elemental Shaman,22,7.39,8.5,28.0,52.7,26.8,-3.752,8.45,908.0,Den of Nalorakk,2,2026-08-18,1399.0,4.0,100.0
all,T:Vengeance DemonHunter | H:Restoration Shaman | D:Arcane Mage | D:Shadow Priest | D:Demonology Warlock,22,7.35,8.4,28.3,48.6,30.4,-3.752,8.45,925.0,The Blinding Vale,2,2026-08-19,1314.0,3.86,95.5
all,T:Protection Paladin | H:Restoration Shaman | D:Feral Druid | D:Arcane Mage | D:Arms Warrior,22,7.32,8.7,26.2,44.9,26.4,-3.752,8.45,992.0,Altar of Fangs,5,2026-08-20,1349.0,2.55,95.5
all,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Marksmanship Hunter | D:Arms Warrior,22,7.21,9.5,19.6,39.7,17.3,-3.752,8.45,1193.0,Kings' Rest,5,2026-08-19,1505.0,4.55,90.9
all,T:Protection Warrior | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Shadow Priest,22,7.21,10.1,15.2,29.7,17.8,-3.752,8.45,1434.0,Murder Row,10,2026-08-19,1552.0,4.09,90.9
all,T:Blood DeathKnight | H:Restoration Shaman | D:Marksmanship Hunter | D:Arcane Mage | D:Windwalker Monk,22,6.65,8.8,24.4,45.1,25.2,-3.752,8.45,1053.0,Temple of Sethraliss,2,2026-08-20,1406.0,6.45,95.5
all,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Arcane Mage | D:Outlaw Rogue,22,6.31,9.7,17.1,50.8,15.8,-3.752,8.45,1003.0,Murder Row,5,2026-08-19,1550.0,4.09,95.5
all,T:Blood DeathKnight | H:Discipline Priest | D:Havoc DemonHunter | D:Arcane Mage | D:Arms Warrior,22,6.05,8.9,23.3,49.9,25.1,-3.752,8.45,842.0,Ruby Life Pools,2,2026-08-20,1429.0,5.05,95.5
all,T:Blood DeathKnight | H:Holy Paladin | D:BeastMastery Hunter | D:Arms Warrior | D:Arms Warrior,22,5.96,9.9,15.7,52.2,18.6,-3.752,8.45,860.0,Voidscar Arena,5,2026-08-20,1564.0,8.68,81.8
all,T:Protection Paladin | H:Discipline Priest | D:Devourer DemonHunter | D:Balance Druid | D:Retribution Paladin,22,5.9,9.7,16.6,32.5,22.3,-3.752,8.45,1376.0,Murder Row,10,2026-08-19,1496.0,6.59,90.9
all,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Shadow Priest,22,5.9,8.9,23.1,56.3,24.6,-3.752,8.45,734.0,Ruby Life Pools,2,2026-08-19,1439.0,4.68,95.5
all,T:Blood DeathKnight | H:Restoration Shaman | D:Frost DeathKnight | D:Devourer DemonHunter | D:Arcane Mage,22,5.77,8.5,25.7,58.2,27.8,-3.752,8.45,752.0,The Blinding Vale,5,2026-08-19,1380.0,4.14,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Devastation Evoker | D:Demonology Warlock | D:Arms Warrior,22,5.29,9.6,16.9,48.0,18.9,-3.752,8.45,1030.0,Kings' Rest,5,2026-08-19,1466.0,5.27,90.9
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Fury Warrior,22,4.95,9.4,18.2,47.9,16.2,-3.752,8.45,1032.0,Kings' Rest,5,2026-08-19,1555.0,4.0,90.9
all,T:Blood DeathKnight | H:Holy Paladin | D:Marksmanship Hunter | D:Arcane Mage | D:Outlaw Rogue,22,4.94,9.0,20.6,57.9,20.4,-3.752,8.45,834.0,Kings' Rest,2,2026-08-19,1526.0,5.68,90.9
all,T:Guardian Druid | H:Holy Paladin | D:Arcane Mage | D:Arms Warrior | D:Arms Warrior,22,4.88,9.8,14.7,40.5,13.6,-3.752,8.45,1071.0,The Blinding Vale,4,2026-08-19,1559.0,6.14,90.9
all,T:Protection Paladin | H:Discipline Priest | D:Unholy DeathKnight | D:Marksmanship Hunter | D:Arms Warrior,22,4.67,9.9,13.8,37.6,15.6,-3.752,8.45,1274.0,Murder Row,10,2026-08-19,1688.0,8.05,81.8
all,T:Vengeance DemonHunter | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Destruction Warlock,22,4.44,8.0,27.5,63.4,28.4,-3.752,8.45,658.0,The Blinding Vale,2,2026-08-18,1333.0,3.95,90.9
all,T:Guardian Druid | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Shadow Priest,22,3.99,10.3,10.2,27.3,12.7,-3.752,8.45,1396.0,Temple of Sethraliss,10,2026-08-19,1648.0,6.59,86.4
all,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Demonology Warlock,22,3.98,9.3,17.3,38.6,18.0,-3.752,8.45,1178.0,Den of Nalorakk,2,2026-08-19,1571.0,5.32,90.9
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Arcane Mage | D:Shadow Priest | D:Elemental Shaman,22,3.56,8.1,26.0,61.5,25.0,-3.752,8.45,647.0,Ruby Life Pools,2,2026-08-19,1382.0,3.68,100.0
all,T:Protection Warrior | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Retribution Paladin,22,3.42,8.8,20.4,52.4,15.6,-3.752,8.45,856.0,Altar of Fangs,2,2026-08-19,1518.0,4.64,95.5
all,T:Protection Paladin | H:Restoration Shaman | D:Retribution Paladin | D:Outlaw Rogue | D:Arms Warrior,22,3.21,10.2,9.9,53.7,11.8,-3.752,8.45,777.0,Ruby Life Pools,5,2026-08-19,1593.0,5.18,77.3
all,T:Guardian Druid | H:Restoration Shaman | D:Devourer DemonHunter | D:Retribution Paladin | D:Arms Warrior,22,3.02,9.6,14.1,31.8,17.8,-3.752,8.45,1228.0,Altar of Fangs,4,2026-08-19,1520.0,5.95,90.9
all,T:Blood DeathKnight | H:Discipline Priest | D:Arcane Mage | D:Assassination Rogue | D:Arms Warrior,22,3.01,9.0,18.2,49.9,19.1,-3.752,8.45,902.0,The Blinding Vale,5,2026-08-19,1558.0,6.82,86.4
all,T:Blood DeathKnight | H:Restoration Shaman | D:Havoc DemonHunter | D:Arcane Mage | D:Shadow Priest,22,2.95,9.3,16.4,38.3,19.8,-3.752,8.45,1259.0,Murder Row,2,2026-08-19,1549.0,5.55,86.4
all,T:Vengeance DemonHunter | H:Restoration Shaman | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Arms Warrior,22,2.94,9.0,18.1,46.5,20.0,-3.752,8.45,963.0,Voidscar Arena,2,2026-08-19,1492.0,7.45,95.5
all,T:Protection Paladin | H:Restoration Shaman | D:Havoc DemonHunter | D:Arcane Mage | D:Demonology Warlock,22,2.75,9.4,15.5,41.1,15.7,-3.752,8.45,1061.0,Voidscar Arena,6,2026-08-19,1600.0,6.73,90.9
all,T:Protection Paladin | H:Mistweaver Monk | D:BeastMastery Hunter | D:Retribution Paladin | D:Arms Warrior,22,2.69,8.8,19.9,47.3,21.4,-3.752,8.45,948.0,Voidscar Arena,6,2026-08-19,1446.0,5.91,90.9
all,T:Protection Warrior | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Demonology Warlock,22,2.4,8.5,21.2,51.1,22.0,-3.752,8.45,821.0,Ruby Life Pools,5,2026-08-18,1472.0,6.14,90.9
all,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Feral Druid | D:Arcane Mage,22,2.17,7.8,26.4,56.9,23.3,-3.752,8.45,775.0,Voidscar Arena,2,2026-08-19,1444.0,5.77,100.0
all,T:Protection Paladin | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Assassination Rogue,22,2.05,8.6,20.1,51.2,19.0,-3.752,8.45,878.0,Altar of Fangs,6,2026-08-20,1468.0,3.86,90.9
all,T:Guardian Druid | H:Holy Paladin | D:Unholy DeathKnight | D:Balance Druid | D:Arcane Mage,22,1.84,9.0,17.1,48.8,18.3,-3.752,8.45,921.0,Voidscar Arena,5,2026-08-19,1470.0,5.77,90.9
all,T:Protection Paladin | H:Holy Paladin | D:Marksmanship Hunter | D:Elemental Shaman | D:Arms Warrior,22,1.83,8.4,21.5,51.4,23.8,-3.752,8.45,933.0,Temple of Sethraliss,4,2026-08-19,1490.0,3.05,95.5
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Marksmanship Hunter | D:Arcane Mage | D:Arms Warrior,22,1.74,8.6,20.1,46.1,19.2,-3.752,8.45,971.0,Altar of Fangs,2,2026-08-18,1599.0,7.77,90.9
all,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Destruction Warlock,22,1.26,8.6,19.1,42.3,21.0,-3.752,8.45,1039.0,Altar of Fangs,4,2026-08-20,1484.0,4.32,95.5
all,T:Protection Paladin | H:Holy Paladin | D:Frost DeathKnight | D:Arcane Mage | D:Elemental Shaman,22,1.19,8.6,19.4,50.0,18.5,-3.752,8.45,960.0,Temple of Sethraliss,2,2026-08-20,1538.0,4.45,100.0
all,T:Protection Warrior | H:Holy Paladin | D:Arcane Mage | D:Retribution Paladin | D:Subtlety Rogue,22,1.06,7.5,27.8,57.1,26.4,-3.752,8.45,850.0,Kings' Rest,2,2026-08-19,1314.0,4.0,100.0
all,T:Protection Paladin | H:Restoration Druid | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Arcane Mage,22,0.91,8.1,22.5,54.6,19.4,-3.752,8.45,926.0,Murder Row,5,2026-08-19,1492.0,6.86,95.5
all,T:Blood DeathKnight | H:Restoration Druid | D:Havoc DemonHunter | D:Arcane Mage | D:Elemental Shaman,22,0.76,8.5,19.9,48.1,19.7,-3.752,8.45,934.0,The Blinding Vale,5,2026-08-19,1458.0,5.95,86.4
all,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Retribution Paladin | D:Elemental Shaman,22,0.75,8.9,16.5,52.0,16.9,-3.752,8.45,864.0,Altar of Fangs,2,2026-08-19,1602.0,4.09,90.9
all,T:Blood DeathKnight | H:Discipline Priest | D:Balance Druid | D:BeastMastery Hunter | D:Arms Warrior,22,0.7,8.4,20.5,42.2,19.8,-3.752,8.45,1040.0,The Blinding Vale,2,2026-08-19,1470.0,5.27,95.5
all,T:Protection Warrior | H:Holy Paladin | D:Unholy DeathKnight | D:Retribution Paladin | D:Elemental Shaman,22,0.3,8.6,18.0,43.1,14.8,-3.752,8.45,1127.0,Kings' Rest,5,2026-08-19,1522.0,3.86,90.9
all,T:Guardian Druid | H:Holy Paladin | D:Retribution Paladin | D:Elemental Shaman | D:Arms Warrior,22,-0.03,8.3,20.3,41.8,27.0,-3.752,8.45,1048.0,The Blinding Vale,4,2026-08-20,1414.0,3.64,90.9
all,T:Protection Paladin | H:Restoration Shaman | D:BeastMastery Hunter | D:Retribution Paladin | D:Shadow Priest,22,-0.18,9.0,15.0,45.1,13.4,-3.752,8.45,922.0,Ruby Life Pools,6,2026-08-19,1660.0,6.05,81.8
all,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Shadow Priest | D:Arms Warrior,22,-0.23,8.1,21.4,50.7,22.5,-3.752,8.45,1006.0,Murder Row,2,2026-08-19,1462.0,4.14,95.5
all,T:Blood DeathKnight | H:Discipline Priest | D:Balance Druid | D:Arcane Mage | D:Demonology Warlock,22,-0.39,9.8,8.6,36.8,10.1,-3.752,8.45,1289.0,Murder Row,10,2026-08-20,1738.0,9.36,77.3
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Balance Druid | D:BeastMastery Hunter,22,-0.64,9.1,13.4,38.5,17.0,-3.752,8.45,1255.0,Murder Row,2,2026-08-19,1610.0,6.55,81.8
all,T:Blood DeathKnight | H:Preservation Evoker | D:Arcane Mage | D:Destruction Warlock | D:Arms Warrior,22,-1.05,8.0,21.1,47.5,24.4,-3.752,8.45,882.0,Ruby Life Pools,4,2026-08-20,1400.0,6.73,86.4
all,T:Brewmaster Monk | H:Holy Paladin | D:BeastMastery Hunter | D:Arcane Mage | D:Elemental Shaman,22,-1.09,8.1,20.3,60.8,17.2,-3.752,8.45,658.0,Ruby Life Pools,2,2026-08-20,1516.0,7.09,86.4
all,T:Protection Paladin | H:Preservation Evoker | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Arcane Mage,22,-1.16,7.4,25.4,54.3,25.2,-3.752,8.45,768.0,Ruby Life Pools,2,2026-08-19,1346.0,6.82,95.5
all,T:Blood DeathKnight | H:Restoration Shaman | D:Havoc DemonHunter | D:Subtlety Rogue | D:Arms Warrior,22,-1.41,8.3,18.2,49.4,14.4,-3.752,8.45,910.0,The Blinding Vale,2,2026-08-19,1560.0,5.23,90.9
all,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Balance Druid | D:BeastMastery Hunter,22,-1.75,7.8,21.9,49.6,20.0,-3.752,8.45,847.0,Ruby Life Pools,4,2026-08-19,1466.0,3.86,90.9
all,T:Blood DeathKnight | H:Restoration Druid | D:Arcane Mage | D:Destruction Warlock | D:Arms Warrior,22,-1.89,8.9,13.2,50.3,13.2,-3.752,8.45,894.0,Voidscar Arena,5,2026-08-19,1610.0,8.59,77.3
all,T:Blood DeathKnight | H:Preservation Evoker | D:BeastMastery Hunter | D:Arcane Mage | D:Elemental Shaman,22,-2.0,8.5,16.5,53.2,16.8,-3.752,8.45,843.0,Voidscar Arena,2,2026-08-18,1497.0,10.41,86.4
all,T:Protection Paladin | H:Restoration Druid | D:Arcane Mage | D:Retribution Paladin | D:Elemental Shaman,22,-2.02,7.2,25.7,52.2,25.4,-3.752,8.45,947.0,Kings' Rest,2,2026-08-20,1458.0,3.55,95.5
all,T:Blood DeathKnight | H:Restoration Druid | D:Unholy DeathKnight | D:Arcane Mage | D:Arms Warrior,22,-2.37,7.5,22.9,54.0,17.4,-3.752,8.45,828.0,Voidscar Arena,2,2026-08-19,1525.0,7.73,90.9
