character,server,region,class,spec,hero_talent,role,dungeon,key_level,duration_s,damage_done,dps,deaths,item_level,score,medal,affixes,report_code,fight_id,started_at
Buszrakell,Ragnaros,EU,Druid,Guardian,Elune's Chosen,Tank,Magisters' Terrace,15,1344.8,116948851,86964.1,0,274,422.10297794118,silver,9|10|147,tCKQdxYfhHwqN4Ln,10,2026-05-23 18:27:43.170
Wazzamonk,Ragnaros,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Magisters' Terrace,15,1344.8,73281249,54492.5,1,287,422.10297794118,silver,9|10|147,tCKQdxYfhHwqN4Ln,10,2026-05-23 18:27:43.170
Divinezol,Ragnaros,EU,Paladin,Retribution,Templar,DPS,Magisters' Terrace,15,1344.8,208735212,155217.2,2,279,422.10297794118,silver,9|10|147,tCKQdxYfhHwqN4Ln,10,2026-05-23 18:27:43.170
Kifitdrac,Silvermoon,EU,Evoker,Augmentation,Scalecommander,DPS,Magisters' Terrace,15,1344.8,180895701,134515.5,0,285,422.10297794118,silver,9|10|147,tCKQdxYfhHwqN4Ln,10,2026-05-23 18:27:43.170
Demonkrisi,Ragnaros,EU,DemonHunter,Havoc,Fel-Scarred,DPS,Magisters' Terrace,15,1344.8,262966865,195544.3,0,288,422.10297794118,silver,9|10|147,tCKQdxYfhHwqN4Ln,10,2026-05-23 18:27:43.170
Леримор,Ревущийфьорд,EU,DeathKnight,Blood,Deathbringer,Tank,Algeth'ar Academy,14,1224.4,123851979,101152.0,0,290,407.07600806452,silver,9|10|147,NKw2BVtkbYjMD4cG,5,2026-06-04 23:49:43.436
Миротян,Ревущийфьорд,EU,Shaman,Restoration,Totemic,Healer,Algeth'ar Academy,14,1224.4,21316196,17409.3,1,282,407.07600806452,silver,9|10|147,NKw2BVtkbYjMD4cG,5,2026-06-04 23:49:43.436
Нильсара,Ревущийфьорд,EU,Hunter,BeastMastery,Pack Leader,DPS,Algeth'ar Academy,14,1224.4,152359303,124434.4,2,279,407.07600806452,silver,9|10|147,NKw2BVtkbYjMD4cG,5,2026-06-04 23:49:43.436
Сваловсемён,Ревущийфьорд,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Algeth'ar Academy,14,1224.4,195848879,159953.0,0,289,407.07600806452,silver,9|10|147,NKw2BVtkbYjMD4cG,5,2026-06-04 23:49:43.436
Entendh,Nethersturm,EU,DemonHunter,Devourer,Annihilator,DPS,Algeth'ar Academy,14,1224.4,148435810,121230.0,0,278,407.07600806452,silver,9|10|147,NKw2BVtkbYjMD4cG,5,2026-06-04 23:49:43.436
Dåydream,Hyjal,EU,Druid,Guardian,Elune's Chosen,Tank,Skyreach,17,1297.8,103872373,80040.1,0,291,448.72736607143,silver,9|10|147,9QXJDRpjtAGaLWcz,4,2026-06-18 20:30:16.903
Nämh,Hyjal,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Skyreach,17,1297.8,56699690,43690.6,0,288,448.72736607143,silver,9|10|147,9QXJDRpjtAGaLWcz,4,2026-06-18 20:30:16.903
Ouzygos,Hyjal,EU,Evoker,Augmentation,Scalecommander,DPS,Skyreach,17,1297.8,160624409,123771.1,0,289,448.72736607143,silver,9|10|147,9QXJDRpjtAGaLWcz,4,2026-06-18 20:30:16.903
Benlight,Hyjal,EU,Paladin,Retribution,Templar,DPS,Skyreach,17,1297.8,176506231,136009.0,0,290,448.72736607143,silver,9|10|147,9QXJDRpjtAGaLWcz,4,2026-06-18 20:30:16.903
Dkbolz,Hyjal,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Skyreach,17,1297.8,173770194,133900.7,0,290,448.72736607143,silver,9|10|147,9QXJDRpjtAGaLWcz,4,2026-06-18 20:30:16.903
Goromo,Kazzak,EU,Druid,Guardian,Elune's Chosen,Tank,Magisters' Terrace,20,1713.3,205321062,119837.2,0,292,490.60091911765,bronze,9|10|147,ayRCLdTHn16tWAmv,5,2026-06-25 16:11:59.765
Redwãter,Silvermoon,EU,Shaman,Restoration,Totemic,Healer,Magisters' Terrace,20,1713.3,51460767,30035.5,0,290,490.60091911765,bronze,9|10|147,ayRCLdTHn16tWAmv,5,2026-06-25 16:11:59.765
Felaastic,Kazzak,EU,DemonHunter,Devourer,Annihilator,DPS,Magisters' Terrace,20,1713.3,388533785,226770.7,0,289,490.60091911765,bronze,9|10|147,ayRCLdTHn16tWAmv,5,2026-06-25 16:11:59.765
Daylifè,Silvermoon,EU,Warlock,Demonology,Diabolist,DPS,Magisters' Terrace,20,1713.3,324177580,189208.7,1,291,490.60091911765,bronze,9|10|147,ayRCLdTHn16tWAmv,5,2026-06-25 16:11:59.765
Didk,Kazzak,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Magisters' Terrace,20,1713.3,374804978,218757.8,1,291,490.60091911765,bronze,9|10|147,ayRCLdTHn16tWAmv,5,2026-06-25 16:11:59.765
Scoobydø,Tichondrius,US,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,18,1391.1,122149701,87804.9,0,292,463.07325,silver,9|10|147,waKHnFgNC1bLqpvQ,1,2026-06-28 02:53:10.083
Joebagel,Tichondrius,US,Shaman,Restoration,Totemic,Healer,Nexus-Point Xenas,18,1391.1,23136491,16631.2,1,290,463.07325,silver,9|10|147,waKHnFgNC1bLqpvQ,1,2026-06-28 02:53:10.083
Beaconofeet,Tichondrius,US,Paladin,Retribution,Templar,DPS,Nexus-Point Xenas,18,1391.1,262033017,188357.3,0,292,463.07325,silver,9|10|147,waKHnFgNC1bLqpvQ,1,2026-06-28 02:53:10.083
Wreckdk,Tichondrius,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Nexus-Point Xenas,18,1391.1,241152947,173348.0,0,290,463.07325,silver,9|10|147,waKHnFgNC1bLqpvQ,1,2026-06-28 02:53:10.083
Zathwiker,Tichondrius,US,Warrior,Arms,Colossus,DPS,Nexus-Point Xenas,18,1391.1,257262856,184928.3,1,291,463.07325,silver,9|10|147,waKHnFgNC1bLqpvQ,1,2026-06-28 02:53:10.083
Defanciv,Hyjal,EU,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,21,1574.1,205652184,130645.9,0,288,504.5714375,bronze,9|10|147,WFdqnBMXyV2NRavk,15,2026-05-28 21:29:08.681
Serpicette,Hyjal,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Pit of Saron,21,1574.1,79855668,50730.4,0,289,504.5714375,bronze,9|10|147,WFdqnBMXyV2NRavk,15,2026-05-28 21:29:08.681
Paladindk,Hyjal,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Pit of Saron,21,1574.1,367746936,233620.8,0,290,504.5714375,bronze,9|10|147,WFdqnBMXyV2NRavk,15,2026-05-28 21:29:08.681
Zantàrd,Hyjal,EU,DemonHunter,Devourer,Annihilator,DPS,Pit of Saron,21,1574.1,321495301,204238.2,1,288,504.5714375,bronze,9|10|147,WFdqnBMXyV2NRavk,15,2026-05-28 21:29:08.681
Fridiremix,Hyjal,EU,Evoker,Augmentation,Scalecommander,DPS,Pit of Saron,21,1574.1,366404804,232768.2,0,290,504.5714375,bronze,9|10|147,WFdqnBMXyV2NRavk,15,2026-05-28 21:29:08.681
Rancimus,Bonechewer,US,Druid,Guardian,Elune's Chosen,Tank,Seat of the Triumvirate,18,1649.0,143165817,86818.2,0,289,462.07181985294,bronze,9|10|147,H8fWVB7NYLv46Cyr,7,2026-06-01 05:36:50.270
Ñs,Illidan,US,Shaman,Restoration,Totemic,Healer,Seat of the Triumvirate,18,1649.0,36662997,22233.1,0,287,462.07181985294,bronze,9|10|147,H8fWVB7NYLv46Cyr,7,2026-06-01 05:36:50.270
Glazerbeam,Sargeras,US,DemonHunter,Havoc,Fel-Scarred,DPS,Seat of the Triumvirate,18,1649.0,299741244,181768.2,0,288,462.07181985294,bronze,9|10|147,H8fWVB7NYLv46Cyr,7,2026-06-01 05:36:50.270
Lithdx,Illidan,US,Warlock,Demonology,Diabolist,DPS,Seat of the Triumvirate,18,1649.0,292324127,177270.4,0,290,462.07181985294,bronze,9|10|147,H8fWVB7NYLv46Cyr,7,2026-06-01 05:36:50.270
Cryof,Illidan,US,Paladin,Retribution,Templar,DPS,Seat of the Triumvirate,18,1649.0,259237050,157205.8,1,289,462.07181985294,bronze,9|10|147,H8fWVB7NYLv46Cyr,7,2026-06-01 05:36:50.270
Flevius,Blackhand,EU,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,19,1467.2,151825165,103476.2,0,291,477.111875,bronze,9|10|147,7wjfJWMC9XxGANk2,2,2026-06-05 17:39:06.047
Gugorptwo,Blackrock,EU,Priest,Discipline,Oracle,Healer,Nexus-Point Xenas,19,1467.2,41719028,28433.5,0,290,477.111875,bronze,9|10|147,7wjfJWMC9XxGANk2,2,2026-06-05 17:39:06.047
Frussjamin,Silvermoon,EU,Evoker,Augmentation,Scalecommander,DPS,Nexus-Point Xenas,19,1467.2,241627299,164680.7,0,289,477.111875,bronze,9|10|147,7wjfJWMC9XxGANk2,2,2026-06-05 17:39:06.047
Raibsén,Blackhand,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Nexus-Point Xenas,19,1467.2,255302147,174000.8,0,290,477.111875,bronze,9|10|147,7wjfJWMC9XxGANk2,2,2026-06-05 17:39:06.047
Miathlock,Blackhand,EU,Warlock,Demonology,Diabolist,DPS,Nexus-Point Xenas,19,1467.2,289346449,197203.6,0,290,477.111875,bronze,9|10|147,7wjfJWMC9XxGANk2,2,2026-06-05 17:39:06.047
Antagon,Blackhand,EU,Monk,Brewmaster,Master of Harmony,Tank,Skyreach,14,869.0,79871717,91917.5,1,287,410.0,gold,9|10|147,bhYzZ3nAQyw24cPX,1,2026-05-20 08:22:03.301
Yum,Anetheron,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Skyreach,14,869.0,45232686,52054.4,0,288,410.0,gold,9|10|147,bhYzZ3nAQyw24cPX,1,2026-05-20 08:22:03.301
Gucciwarrior,Blackhand,EU,Warrior,Fury,Slayer,DPS,Skyreach,14,869.0,131035702,150797.7,0,290,410.0,gold,9|10|147,bhYzZ3nAQyw24cPX,1,2026-05-20 08:22:03.301
Palabouf,Archimonde,EU,Paladin,Retribution,Templar,DPS,Skyreach,14,869.0,105528675,121443.9,0,287,410.0,gold,9|10|147,bhYzZ3nAQyw24cPX,1,2026-05-20 08:22:03.301
Dpxhunt,Blackhand,EU,Hunter,Survival,Pack Leader,DPS,Skyreach,14,869.0,147295173,169509.4,1,290,410.0,gold,9|10|147,bhYzZ3nAQyw24cPX,1,2026-05-20 08:22:03.301
Dáta,Kazzak,EU,Druid,Guardian,Elune's Chosen,Tank,Maisara Caverns,21,1740.5,192064937,110349.5,0,288,504.41801136364,bronze,9|10|147,LM7Jmr2Dnq8wtp43,6,2026-05-28 18:10:09.675
Daddysherexd,Kazzak,EU,Shaman,Restoration,Totemic,Healer,Maisara Caverns,21,1740.5,49977586,28714.3,0,289,504.41801136364,bronze,9|10|147,LM7Jmr2Dnq8wtp43,6,2026-05-28 18:10:09.675
Enodk,Kazzak,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Maisara Caverns,21,1740.5,388187819,223030.4,0,289,504.41801136364,bronze,9|10|147,LM7Jmr2Dnq8wtp43,6,2026-05-28 18:10:09.675
Bvrndh,Stormscale,EU,DemonHunter,Devourer,Annihilator,DPS,Maisara Caverns,21,1740.5,365302739,209882.0,1,289,504.41801136364,bronze,9|10|147,LM7Jmr2Dnq8wtp43,6,2026-05-28 18:10:09.675
Pter,Kazzak,EU,Evoker,Augmentation,Scalecommander,DPS,Maisara Caverns,21,1740.5,386262534,221924.3,0,290,504.41801136364,bronze,9|10|147,LM7Jmr2Dnq8wtp43,6,2026-05-28 18:10:09.675
Ledgebear,Arthas,US,Druid,Guardian,Elune's Chosen,Tank,Skyreach,20,1477.5,146875694,99405.8,0,290,489.7190625,bronze,9|10|147,ghQaRbqDC2mNpX6W,6,2026-06-10 02:43:51.389
Luvalot,Arthas,US,Priest,Holy,Archon,Healer,Skyreach,20,1477.5,31654325,21423.7,0,289,489.7190625,bronze,9|10|147,ghQaRbqDC2mNpX6W,6,2026-06-10 02:43:51.389
Momô,Arthas,US,DemonHunter,Devourer,Annihilator,DPS,Skyreach,20,1477.5,271622010,183834.3,0,290,489.7190625,bronze,9|10|147,ghQaRbqDC2mNpX6W,6,2026-06-10 02:43:51.389
Sloponmyknob,Arthas,US,Paladin,Retribution,Templar,DPS,Skyreach,20,1477.5,235721019,159536.5,0,290,489.7190625,bronze,9|10|147,ghQaRbqDC2mNpX6W,6,2026-06-10 02:43:51.389
Tômpô,Stormrage,US,Shaman,Enhancement,Stormbringer,DPS,Skyreach,20,1477.5,235334534,159274.9,0,290,489.7190625,bronze,9|10|147,ghQaRbqDC2mNpX6W,6,2026-06-10 02:43:51.389
Schwàbbèl,Antonidas,EU,Druid,Guardian,Elune's Chosen,Tank,Magisters' Terrace,16,1442.7,153040431,106077.8,0,280,436.13064338235,silver,9|10|147,Nb9TBA8RpMWHPxc2,12,2026-05-15 19:14:54.724
Bodám,Blackmoore,EU,Shaman,Restoration,Totemic,Healer,Magisters' Terrace,16,1442.7,30318958,21015.2,0,284,436.13064338235,silver,9|10|147,Nb9TBA8RpMWHPxc2,12,2026-05-15 19:14:54.724
Yunjindh,Antonidas,EU,DemonHunter,Devourer,Annihilator,DPS,Magisters' Terrace,16,1442.7,306560261,212487.9,0,286,436.13064338235,silver,9|10|147,Nb9TBA8RpMWHPxc2,12,2026-05-15 19:14:54.724
Leothir,Antonidas,EU,Paladin,Retribution,Templar,DPS,Magisters' Terrace,16,1442.7,255434789,177051.0,0,286,436.13064338235,silver,9|10|147,Nb9TBA8RpMWHPxc2,12,2026-05-15 19:14:54.724
Freezey,Zuluhed,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Magisters' Terrace,16,1442.7,210703226,146045.9,0,286,436.13064338235,silver,9|10|147,Nb9TBA8RpMWHPxc2,12,2026-05-15 19:14:54.724
Oconnswarren,Frostmourne,US,Druid,Guardian,Elune's Chosen,Tank,Nexus-Point Xenas,22,1638.9,203636553,124249.0,0,289,518.22372916667,bronze,9|10|147,dv3QrYANHhF2kyMK,11,2026-05-28 13:22:32.660
Ditto,Gundrak,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Nexus-Point Xenas,22,1638.9,79720193,48641.3,1,289,518.22372916667,bronze,9|10|147,dv3QrYANHhF2kyMK,11,2026-05-28 13:22:32.660
Muk,Frostmourne,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Nexus-Point Xenas,22,1638.9,352661441,215176.7,0,290,518.22372916667,bronze,9|10|147,dv3QrYANHhF2kyMK,11,2026-05-28 13:22:32.660
Dashnmash,Barthilas,US,DemonHunter,Devourer,Annihilator,DPS,Nexus-Point Xenas,22,1638.9,332617175,202946.6,0,290,518.22372916667,bronze,9|10|147,dv3QrYANHhF2kyMK,11,2026-05-28 13:22:32.660
Srslystim,Frostmourne,US,Evoker,Augmentation,Scalecommander,DPS,Nexus-Point Xenas,22,1638.9,346454683,211389.6,0,290,518.22372916667,bronze,9|10|147,dv3QrYANHhF2kyMK,11,2026-05-28 13:22:32.660
Pablomonk,Stormreaver,EU,Monk,Brewmaster,Master of Harmony,Tank,Magisters' Terrace,19,1632.5,166797377,102173.0,0,286,477.36858455882,bronze,9|10|147,9bh8j1Dy3TYrALGW,23,2026-05-17 18:40:12.913
Golovkin,Stormreaver,EU,Shaman,Restoration,Totemic,Healer,Magisters' Terrace,19,1632.5,40677586,24917.4,1,285,477.36858455882,bronze,9|10|147,9bh8j1Dy3TYrALGW,23,2026-05-17 18:40:12.913
Hannumon,Stormreaver,EU,Warlock,Demonology,Diabolist,DPS,Magisters' Terrace,19,1632.5,356971273,218665.5,0,285,477.36858455882,bronze,9|10|147,9bh8j1Dy3TYrALGW,23,2026-05-17 18:40:12.913
Kerapac,Stormreaver,EU,Evoker,Augmentation,Scalecommander,DPS,Magisters' Terrace,19,1632.5,303803866,186097.4,0,285,477.36858455882,bronze,9|10|147,9bh8j1Dy3TYrALGW,23,2026-05-17 18:40:12.913
Kädetön,Stormreaver,EU,DemonHunter,Devourer,Annihilator,DPS,Magisters' Terrace,19,1632.5,342520370,209813.5,0,287,477.36858455882,bronze,9|10|147,9bh8j1Dy3TYrALGW,23,2026-05-17 18:40:12.913
Soreah,Hyjal,EU,Druid,Guardian,Elune's Chosen,Tank,Maisara Caverns,18,1510.4,151770886,100485.8,0,277,462.63833333333,silver,9|10|147,HK9jR8xcJXtvWzwL,23,2026-06-07 20:36:31.036
Purplenurple,Kazzak,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Maisara Caverns,18,1510.4,67258513,44531.1,2,288,462.63833333333,silver,9|10|147,HK9jR8xcJXtvWzwL,23,2026-06-07 20:36:31.036
Helennå,Hyjal,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Maisara Caverns,18,1510.4,325098870,215244.4,0,284,462.63833333333,silver,9|10|147,HK9jR8xcJXtvWzwL,23,2026-06-07 20:36:31.036
Yotja,Hyjal,EU,Hunter,Survival,Pack Leader,DPS,Maisara Caverns,18,1510.4,272331588,180307.7,2,285,462.63833333333,silver,9|10|147,HK9jR8xcJXtvWzwL,23,2026-06-07 20:36:31.036
Рукко,Ревущийфьорд,EU,Warrior,Fury,Slayer,DPS,Maisara Caverns,18,1510.4,273629127,181166.8,1,290,462.63833333333,silver,9|10|147,HK9jR8xcJXtvWzwL,23,2026-06-07 20:36:31.036
Tentramlol,Frostmourne,US,Monk,Brewmaster,Master of Harmony,Tank,Skyreach,13,911.9,79335200,86998.2,0,289,395.0,gold,9|10|147,8aFKJRHfBwQ9c4C2,17,2026-06-10 10:02:10.277
Brewbìes,Frostmourne,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Skyreach,13,911.9,32490189,35628.4,2,273,395.0,gold,9|10|147,8aFKJRHfBwQ9c4C2,17,2026-06-10 10:02:10.277
Legstrate,Frostmourne,US,Druid,Feral,Druid of the Claw,DPS,Skyreach,13,911.9,140910887,154521.4,1,288,395.0,gold,9|10|147,8aFKJRHfBwQ9c4C2,17,2026-06-10 10:02:10.277
Dan,Thaurissan,US,Shaman,Enhancement,Stormbringer,DPS,Skyreach,13,911.9,108609024,119099.6,0,281,395.0,gold,9|10|147,8aFKJRHfBwQ9c4C2,17,2026-06-10 10:02:10.277
Immecable,Frostmourne,US,DemonHunter,Devourer,Annihilator,DPS,Skyreach,13,911.9,114614584,125685.2,1,277,395.0,gold,9|10|147,8aFKJRHfBwQ9c4C2,17,2026-06-10 10:02:10.277
Mathiäs,Quel'Thalas,US,Druid,Guardian,Elune's Chosen,Tank,Windrunner Spire,12,1137.6,74591516,65571.7,0,284,380.0,gold,9|10|147,B2rabVN46FcXHKAJ,129,2026-06-29 16:41:28.068
Dornalk,Quel'Thalas,US,Paladin,Holy,Herald of the Sun,Healer,Windrunner Spire,12,1137.6,12823207,11272.6,0,288,380.0,gold,9|10|147,B2rabVN46FcXHKAJ,129,2026-06-29 16:41:28.068
Richeliue,Quel'Thalas,US,Hunter,BeastMastery,Pack Leader,DPS,Windrunner Spire,12,1137.6,173763274,152751.4,0,289,380.0,gold,9|10|147,B2rabVN46FcXHKAJ,129,2026-06-29 16:41:28.068
Kristensen,Quel'Thalas,US,Paladin,Retribution,Templar,DPS,Windrunner Spire,12,1137.6,171114555,150423.0,1,289,380.0,gold,9|10|147,B2rabVN46FcXHKAJ,129,2026-06-29 16:41:28.068
Compute,Mannoroth,US,DeathKnight,Frost,Deathbringer,DPS,Windrunner Spire,12,1137.6,130232712,114484.7,0,291,380.0,gold,9|10|147,B2rabVN46FcXHKAJ,129,2026-06-29 16:41:28.068
Lonelylunar,Kazzak,EU,Druid,Guardian,Elune's Chosen,Tank,Maisara Caverns,20,1517.3,227444258,149899.9,0,286,493.93333333333,silver,9|10|147,BTCvqkyhfjpAWL4r,3,2026-05-10 14:02:39.384
Rickymank,Kazzak,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Maisara Caverns,20,1517.3,84284496,55548.7,0,285,493.93333333333,silver,9|10|147,BTCvqkyhfjpAWL4r,3,2026-05-10 14:02:39.384
Razorskillz,Ravencrest,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Maisara Caverns,20,1517.3,334527124,220474.1,0,283,493.93333333333,silver,9|10|147,BTCvqkyhfjpAWL4r,3,2026-05-10 14:02:39.384
Fanalol,Kazzak,EU,DemonHunter,Devourer,Annihilator,DPS,Maisara Caverns,20,1517.3,353900373,233242.3,0,286,493.93333333333,silver,9|10|147,BTCvqkyhfjpAWL4r,3,2026-05-10 14:02:39.384
Mandur,Hyjal,EU,Shaman,Elemental,Stormbringer,DPS,Maisara Caverns,20,1517.3,334110748,220199.7,0,285,493.93333333333,silver,9|10|147,BTCvqkyhfjpAWL4r,3,2026-05-10 14:02:39.384
Blurrybear,Area52,US,Druid,Guardian,Elune's Chosen,Tank,Algeth'ar Academy,19,1596.1,127932077,80152.2,0,292,474.89122983871,bronze,9|10|147,vhBHLwKgjC4VJ1yQ,7,2026-06-30 00:12:33.065
Yuti,Area52,US,Monk,Mistweaver,Conduit of the Celestials,Healer,Algeth'ar Academy,19,1596.1,52476738,32877.8,1,287,474.89122983871,bronze,9|10|147,vhBHLwKgjC4VJ1yQ,7,2026-06-30 00:12:33.065
Beefbrick,Area52,US,Evoker,Augmentation,Scalecommander,DPS,Algeth'ar Academy,19,1596.1,269575266,168894.7,0,291,474.89122983871,bronze,9|10|147,vhBHLwKgjC4VJ1yQ,7,2026-06-30 00:12:33.065
Babybrain,Area52,US,Warlock,Demonology,Diabolist,DPS,Algeth'ar Academy,19,1596.1,334657673,209670.3,0,291,474.89122983871,bronze,9|10|147,vhBHLwKgjC4VJ1yQ,7,2026-06-30 00:12:33.065
Letitblow,Thrall,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Algeth'ar Academy,19,1596.1,264342343,165616.2,1,288,474.89122983871,bronze,9|10|147,vhBHLwKgjC4VJ1yQ,7,2026-06-30 00:12:33.065
Rosykit,Tichondrius,US,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,14,1131.4,107652874,95150.9,0,278,409.102,silver,9|10|147,D6bJwBNnQXP31vtY,1,2026-05-29 23:35:57.811
Arxiv,Sargeras,US,Shaman,Restoration,Totemic,Healer,Pit of Saron,14,1131.4,24619216,21760.1,0,285,409.102,silver,9|10|147,D6bJwBNnQXP31vtY,1,2026-05-29 23:35:57.811
Viseryen,Sargeras,US,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Pit of Saron,14,1131.4,198011702,175016.2,0,279,409.102,silver,9|10|147,D6bJwBNnQXP31vtY,1,2026-05-29 23:35:57.811
Audax,Sargeras,US,Paladin,Retribution,Templar,DPS,Pit of Saron,14,1131.4,205812966,181911.4,0,289,409.102,silver,9|10|147,D6bJwBNnQXP31vtY,1,2026-05-29 23:35:57.811
Demonnoodle,Azgalor,US,DemonHunter,Devourer,Annihilator,DPS,Pit of Saron,14,1131.4,157348972,139075.7,0,284,409.102,silver,9|10|147,D6bJwBNnQXP31vtY,1,2026-05-29 23:35:57.811
Jebshighdudu,TarrenMill,EU,Druid,Guardian,Elune's Chosen,Tank,Pit of Saron,17,1263.6,137729414,108999.0,0,290,451.032125,silver,9|10|147,LbJCvWXFhZPmBrxN,4,2026-06-07 12:59:03.052
Kurà,TarrenMill,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Pit of Saron,17,1263.6,54795253,43364.9,0,289,451.032125,silver,9|10|147,LbJCvWXFhZPmBrxN,4,2026-06-07 12:59:03.052
Andrewvw,TarrenMill,EU,Warrior,Arms,Colossus,DPS,Pit of Saron,17,1263.6,262163275,207475.9,1,288,451.032125,silver,9|10|147,LbJCvWXFhZPmBrxN,4,2026-06-07 12:59:03.052
Cherhunt,TarrenMill,EU,Hunter,Survival,Pack Leader,DPS,Pit of Saron,17,1263.6,204159522,161571.8,0,280,451.032125,silver,9|10|147,LbJCvWXFhZPmBrxN,4,2026-06-07 12:59:03.052
Roonnyy,Ravencrest,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Pit of Saron,17,1263.6,258605158,204660.0,0,288,451.032125,silver,9|10|147,LbJCvWXFhZPmBrxN,4,2026-06-07 12:59:03.052
Nørskenhkp,TarrenMill,EU,Druid,Guardian,Elune's Chosen,Tank,Seat of the Triumvirate,19,1601.7,159518356,99595.1,0,286,477.65768382353,silver,9|10|147,YQFcD1fdRzmy27qP,1,2026-05-31 18:22:15.918
Snowblast,TarrenMill,EU,Monk,Mistweaver,Conduit of the Celestials,Healer,Seat of the Triumvirate,19,1601.7,93634318,58460.5,1,289,477.65768382353,silver,9|10|147,YQFcD1fdRzmy27qP,1,2026-05-31 18:22:15.918
Buffsticks,Silvermoon,EU,Evoker,Augmentation,Scalecommander,DPS,Seat of the Triumvirate,19,1601.7,299328977,186885.7,0,290,477.65768382353,silver,9|10|147,YQFcD1fdRzmy27qP,1,2026-05-31 18:22:15.918
Puffeñ,TarrenMill,EU,Mage,Frost,Spellslinger,DPS,Seat of the Triumvirate,19,1601.7,265447239,165731.6,1,288,477.65768382353,silver,9|10|147,YQFcD1fdRzmy27qP,1,2026-05-31 18:22:15.918
Scythox,Stormscale,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Seat of the Triumvirate,19,1601.7,347543132,216988.1,0,290,477.65768382353,silver,9|10|147,YQFcD1fdRzmy27qP,1,2026-05-31 18:22:15.918
Rooup,Kazzak,EU,DemonHunter,Vengeance,Annihilator,Tank,Windrunner Spire,17,1516.4,147331206,97160.7,0,282,448.93736742424,silver,9|10|147,t1kdnrpDJK2cLBGx,14,2026-04-29 14:16:41.829
Qwekze,Kazzak,EU,Shaman,Restoration,Totemic,Healer,Windrunner Spire,17,1516.4,40664729,26817.2,0,280,448.93736742424,silver,9|10|147,t1kdnrpDJK2cLBGx,14,2026-04-29 14:16:41.829
Superpp,Blackmoore,EU,Warlock,Demonology,Diabolist,DPS,Windrunner Spire,17,1516.4,243179368,160369.7,0,280,448.93736742424,silver,9|10|147,t1kdnrpDJK2cLBGx,14,2026-04-29 14:16:41.829
Coffé,Sanguino,EU,Evoker,Augmentation,Scalecommander,DPS,Windrunner Spire,17,1516.4,216102366,142513.2,0,278,448.93736742424,silver,9|10|147,t1kdnrpDJK2cLBGx,14,2026-04-29 14:16:41.829
Cikerz,Kazzak,EU,DeathKnight,Unholy,Rider of the Apocalypse,DPS,Windrunner Spire,17,1516.4,266306156,175621.2,0,282,448.93736742424,silver,9|10|147,t1kdnrpDJK2cLBGx,14,2026-04-29 14:16:41.829
Bótbot,Eredar,EU,Monk,Brewmaster,Master of Harmony,Tank,Windrunner Spire,15,1345.9,119586558,88851.2,0,282,422.17850378788,silver,9|10|147,zanrtFhQvxY8y6gf,7,2026-05-06 20:15:37.028
Gámefreak,Eredar,EU,Shaman,Restoration,Totemic,Healer,Windrunner Spire,15,1345.9,32358959,24042.3,0,282,422.17850378788,silver,9|10|147,zanrtFhQvxY8y6gf,7,2026-05-06 20:15:37.028
Faquarls,Eredar,EU,Druid,Feral,Druid of the Claw,DPS,Windrunner Spire,15,1345.9,195119278,144971.0,0,282,422.17850378788,silver,9|10|147,zanrtFhQvxY8y6gf,7,2026-05-06 20:15:37.028
Treecko,Eredar,EU,Evoker,Augmentation,Scalecommander,DPS,Windrunner Spire,15,1345.9,175698711,130541.8,0,282,422.17850378788,silver,9|10|147,zanrtFhQvxY8y6gf,7,2026-05-06 20:15:37.028
