subset,composition,runs,strength,avg_key,avg_pct_under,best_pct_under,median_pct_under,key_slope,ref_key,best_time_s,best_dungeon,best_key,best_date,median_time_s,avg_deaths_per_run,timed_pct
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,162,2.46,9.2,21.4,55.1,23.0,-3.82,8.8,808.0,Voidscar Arena,2,2026-08-20,1380.0,5.24,88.3
all,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Affliction Warlock,12,5.7,9.1,27.7,53.8,31.4,-3.82,8.8,916.0,Kings' Rest,2,2026-08-18,1294.0,4.67,91.7
all,T:Blood DeathKnight | H:Holy Paladin | D:BeastMastery Hunter | D:Shadow Priest | D:Arms Warrior,12,5.42,11.2,11.4,34.7,10.0,-3.82,8.8,1175.0,Altar of Fangs,10,2026-08-19,1582.0,3.92,75.0
all,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Shadow Priest,12,4.79,9.8,21.3,55.5,20.4,-3.82,8.8,748.0,Ruby Life Pools,5,2026-08-20,1540.0,4.5,83.3
all,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Subtlety Rogue,12,4.42,9.2,25.3,44.0,23.4,-3.82,8.8,1009.0,The Blinding Vale,9,2026-08-19,1494.0,3.58,100.0
all,T:Blood DeathKnight | H:Preservation Evoker | D:Marksmanship Hunter | D:Windwalker Monk | D:Elemental Shaman,12,4.27,9.4,23.1,46.2,24.0,-3.82,8.8,1065.0,Kings' Rest,5,2026-08-18,1372.0,3.67,91.7
all,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Shadow Priest | D:Arms Warrior,12,3.93,10.0,18.2,50.5,20.0,-3.82,8.8,831.0,Ruby Life Pools,5,2026-08-20,1432.0,4.42,83.3
all,T:Blood DeathKnight | H:Restoration Shaman | D:Shadow Priest | D:Elemental Shaman | D:Arms Warrior,12,3.64,9.8,19.7,45.1,20.8,-3.82,8.8,1120.0,Murder Row,4,2026-08-19,1465.0,4.42,91.7
all,T:Blood DeathKnight | H:Holy Paladin | D:BeastMastery Hunter | D:Windwalker Monk | D:Arms Warrior,12,3.6,8.8,26.6,48.8,25.8,-3.82,8.8,921.0,The Blinding Vale,5,2026-08-19,1290.0,4.92,100.0
all,T:Protection Paladin | H:Restoration Shaman | D:Arcane Mage | D:Outlaw Rogue | D:Arms Warrior,12,3.55,9.3,22.7,46.1,30.0,-3.82,8.8,906.0,Ruby Life Pools,5,2026-08-19,1386.0,3.83,83.3
all,T:Blood DeathKnight | H:Restoration Shaman | D:Marksmanship Hunter | D:Arcane Mage | D:Arms Warrior,12,3.2,9.5,21.0,52.0,18.4,-3.82,8.8,806.0,Ruby Life Pools,2,2026-08-20,1470.0,5.75,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Marksmanship Hunter | D:Arcane Mage,12,3.07,9.8,18.2,45.2,20.5,-3.82,8.8,1085.0,Kings' Rest,2,2026-08-19,1608.0,4.33,91.7
all,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Elemental Shaman | D:Arms Warrior,12,3.05,9.2,23.3,40.3,17.9,-3.82,8.8,1074.0,Altar of Fangs,5,2026-08-19,1446.0,2.75,100.0
all,T:Protection Paladin | H:Restoration Shaman | D:Balance Druid | D:Shadow Priest | D:Arms Warrior,12,2.63,8.5,27.8,58.8,24.0,-3.82,8.8,742.0,Voidscar Arena,5,2026-08-19,1424.0,2.33,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Retribution Paladin,12,2.61,9.5,20.1,41.3,19.5,-3.82,8.8,1162.0,Kings' Rest,5,2026-08-19,1508.0,3.08,91.7
all,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Arms Warrior,12,1.68,8.2,28.4,50.7,28.4,-3.82,8.8,947.0,Den of Nalorakk,2,2026-08-19,1328.0,1.5,100.0
all,T:Protection Paladin | H:Holy Priest | D:BeastMastery Hunter | D:Arcane Mage | D:Arms Warrior,12,1.6,9.1,21.9,53.7,24.4,-3.82,8.8,833.0,Voidscar Arena,2,2026-08-18,1520.0,4.92,91.7
all,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Windwalker Monk | D:Arms Warrior,12,1.2,10.5,10.5,31.2,17.0,-3.82,8.8,1239.0,Voidscar Arena,11,2026-08-19,1534.0,4.17,83.3
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Retribution Paladin,12,0.83,9.8,15.1,35.4,14.9,-3.82,8.8,1162.0,Voidscar Arena,3,2026-08-19,1588.0,4.17,75.0
all,T:Blood DeathKnight | H:Holy Priest | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,12,0.53,9.9,14.0,46.8,13.8,-3.82,8.8,957.0,Voidscar Arena,4,2026-08-19,1588.0,5.83,83.3
all,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Retribution Paladin | D:Elemental Shaman,12,0.52,9.5,17.2,52.0,16.0,-3.82,8.8,865.0,The Blinding Vale,5,2026-08-20,1632.0,3.33,91.7
all,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Destruction Warlock,12,0.02,8.8,22.2,49.9,22.0,-3.82,8.8,842.0,Ruby Life Pools,2,2026-08-19,1552.0,6.33,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Frost DeathKnight | D:Elemental Shaman | D:Arms Warrior,12,0.01,9.6,15.8,46.8,15.3,-3.82,8.8,1085.0,Murder Row,5,2026-08-19,1518.0,5.67,91.7
all,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,12,-0.46,9.1,19.0,54.0,19.9,-3.82,8.8,828.0,Voidscar Arena,5,2026-08-19,1447.0,6.08,83.3
all,T:Blood DeathKnight | H:Discipline Priest | D:Arcane Mage | D:Subtlety Rogue | D:Arms Warrior,12,-1.2,8.3,23.7,62.1,20.8,-3.82,8.8,637.0,Ruby Life Pools,2,2026-08-19,1448.0,6.42,83.3
all,T:Protection Paladin | H:Holy Priest | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,12,-1.29,8.7,21.0,44.0,21.1,-3.82,8.8,1008.0,Altar of Fangs,5,2026-08-19,1445.0,2.17,83.3
all,T:Blood DeathKnight | H:Discipline Priest | D:Devourer DemonHunter | D:Balance Druid | D:Arcane Mage,12,-1.32,8.0,26.0,59.9,25.0,-3.82,8.8,721.0,Altar of Fangs,2,2026-08-19,1420.0,6.42,91.7
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Subtlety Rogue,12,-1.96,8.7,20.0,59.9,18.2,-3.82,8.8,722.0,The Blinding Vale,2,2026-08-20,1517.0,2.42,83.3
all,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Demonology Warlock,12,-2.59,8.3,21.7,46.2,20.6,-3.82,8.8,903.0,Ruby Life Pools,5,2026-08-19,1521.0,3.67,83.3
all,T:Protection Paladin | H:Holy Paladin | D:BeastMastery Hunter | D:Arcane Mage | D:Elemental Shaman,12,-3.03,8.0,23.6,48.9,26.7,-3.82,8.8,920.0,Altar of Fangs,2,2026-08-19,1450.0,5.58,100.0
all,T:Blood DeathKnight | H:Restoration Druid | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,12,-3.64,8.2,21.5,44.4,31.1,-3.82,8.8,1134.0,Murder Row,4,2026-08-19,1280.0,7.75,83.3
all,T:Vengeance DemonHunter | H:Restoration Shaman | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,12,-9.4,8.2,12.7,45.8,16.8,-3.82,8.8,1105.0,Murder Row,2,2026-08-19,1598.0,9.33,75.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:BeastMastery Hunter | D:Arcane Mage,12,-9.46,8.8,8.8,47.0,11.9,-3.82,8.8,1049.0,Kings' Rest,2,2026-08-18,1710.0,11.08,75.0
all,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:Devastation Evoker | D:Arcane Mage,11,16.79,10.0,37.1,52.6,39.2,-3.82,8.8,796.0,Ruby Life Pools,8,2026-08-19,1175.0,1.55,100.0
all,T:Blood DeathKnight | H:Discipline Priest | D:Windwalker Monk | D:Subtlety Rogue | D:Elemental Shaman,11,16.04,10.3,33.9,41.8,38.4,-3.82,8.8,1048.0,Voidscar Arena,10,2026-08-19,1174.0,4.09,100.0
all,T:Brewmaster Monk | H:Restoration Shaman | D:Arcane Mage | D:Windwalker Monk | D:Arms Warrior,11,13.77,10.4,29.9,41.4,30.2,-3.82,8.8,1196.0,Murder Row,9,2026-08-18,1314.0,2.91,100.0
all,T:Protection Paladin | H:Holy Paladin | D:Devastation Evoker | D:Arcane Mage | D:Arms Warrior,11,13.76,9.8,34.0,42.0,34.8,-3.82,8.8,1114.0,Temple of Sethraliss,8,2026-08-19,1166.0,1.36,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Marksmanship Hunter | D:Arms Warrior,11,12.87,10.1,30.7,47.3,30.8,-3.82,8.8,885.0,Ruby Life Pools,5,2026-08-19,1412.0,2.82,100.0
all,T:Brewmaster Monk | H:Restoration Shaman | D:Retribution Paladin | D:Assassination Rogue | D:Arms Warrior,11,12.15,11.4,19.9,34.5,17.3,-3.82,8.8,1179.0,Voidscar Arena,5,2026-08-19,1568.0,4.09,100.0
all,T:Blood DeathKnight | H:Holy Priest | D:Arcane Mage | D:Shadow Priest | D:Arms Warrior,11,11.36,10.5,25.7,37.9,26.4,-3.82,8.8,1267.0,Murder Row,10,2026-08-19,1412.0,2.45,100.0
all,T:Protection Warrior | H:Preservation Evoker | D:Devourer DemonHunter | D:Arcane Mage | D:Demonology Warlock,11,11.06,10.0,28.7,36.0,31.0,-3.82,8.8,1305.0,Murder Row,10,2026-08-19,1369.0,6.45,100.0
all,T:Protection Warrior | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,11,10.71,9.7,30.3,43.1,36.6,-3.82,8.8,1160.0,Murder Row,10,2026-08-19,1160.0,4.36,90.9
all,T:Protection Paladin | H:Restoration Shaman | D:Marksmanship Hunter | D:Windwalker Monk | D:Arms Warrior,11,10.35,10.5,23.5,37.7,28.6,-3.82,8.8,1271.0,Murder Row,11,2026-08-20,1327.0,3.73,90.9
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Elemental Shaman | D:Arms Warrior | D:Arms Warrior,11,9.72,9.8,28.2,57.8,27.8,-3.82,8.8,760.0,Voidscar Arena,5,2026-08-19,1298.0,4.82,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:Devastation Evoker | D:Arms Warrior,11,9.15,10.0,25.9,41.2,23.8,-3.82,8.8,1130.0,Temple of Sethraliss,10,2026-08-19,1426.0,3.55,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Arcane Mage | D:Assassination Rogue,11,8.33,9.8,26.1,46.3,31.8,-3.82,8.8,1031.0,Temple of Sethraliss,5,2026-08-19,1275.0,4.73,100.0
all,T:Protection Paladin | H:Discipline Priest | D:Devourer DemonHunter | D:Arcane Mage | D:Arms Warrior,11,8.3,10.5,20.5,30.2,23.6,-3.82,8.8,1257.0,The Blinding Vale,10,2026-08-18,1481.0,4.55,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Marksmanship Hunter | D:Windwalker Monk | D:Arms Warrior,11,8.16,10.5,20.3,35.3,19.8,-3.82,8.8,1243.0,Temple of Sethraliss,10,2026-08-19,1543.0,3.55,90.9
all,T:Protection Warrior | H:Holy Paladin | D:Unholy DeathKnight | D:Arcane Mage | D:Shadow Priest,11,7.02,10.6,18.0,26.2,20.3,-3.82,8.8,1506.0,Murder Row,10,2026-08-18,1488.0,2.73,90.9
all,T:Protection Paladin | H:Restoration Shaman | D:Feral Druid | D:Windwalker Monk | D:Arms Warrior,11,6.85,11.2,13.6,46.5,15.0,-3.82,8.8,963.0,Altar of Fangs,5,2026-08-19,1642.0,3.36,81.8
all,T:Blood DeathKnight | H:Holy Paladin | D:Devourer DemonHunter | D:Devastation Evoker | D:Arms Warrior,11,6.77,8.6,32.9,46.7,33.3,-3.82,8.8,959.0,The Blinding Vale,2,2026-08-20,1212.0,2.09,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Shadow Priest | D:Outlaw Rogue | D:Arms Warrior,11,6.12,9.3,27.1,46.2,29.3,-3.82,8.8,968.0,Altar of Fangs,4,2026-08-19,1286.0,2.73,100.0
all,T:Protection Paladin | H:Restoration Druid | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,11,6.08,9.8,22.9,50.8,27.0,-3.82,8.8,886.0,The Blinding Vale,8,2026-08-19,1353.0,6.18,90.9
all,T:Protection Paladin | H:Discipline Priest | D:Balance Druid | D:Retribution Paladin | D:Elemental Shaman,11,5.92,9.8,22.6,51.0,30.0,-3.82,8.8,824.0,Ruby Life Pools,5,2026-08-19,1362.0,1.91,81.8
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Arcane Mage | D:Retribution Paladin | D:Demonology Warlock,11,5.31,9.3,25.9,40.7,23.4,-3.82,8.8,1138.0,Temple of Sethraliss,5,2026-08-19,1378.0,2.18,100.0
all,T:Guardian Druid | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Subtlety Rogue,11,5.15,9.9,20.8,43.0,21.1,-3.82,8.8,1163.0,Murder Row,2,2026-08-19,1514.0,3.27,90.9
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Subtlety Rogue | D:Arms Warrior,11,4.96,10.1,19.1,39.2,17.5,-3.82,8.8,1241.0,Murder Row,10,2026-08-19,1542.0,4.82,90.9
all,T:Protection Paladin | H:Restoration Shaman | D:Devourer DemonHunter | D:Balance Druid | D:Windwalker Monk,11,4.74,9.2,25.8,37.2,29.2,-3.82,8.8,1206.0,Den of Nalorakk,8,2026-08-18,1334.0,1.55,100.0
all,T:Protection Paladin | H:Holy Paladin | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arcane Mage,11,4.64,9.9,20.1,41.9,18.3,-3.82,8.8,1046.0,Voidscar Arena,11,2026-08-19,1538.0,3.45,90.9
all,T:Protection Paladin | H:Holy Paladin | D:Balance Druid | D:BeastMastery Hunter | D:Arcane Mage,11,3.6,9.2,24.1,44.2,22.0,-3.82,8.8,1104.0,Kings' Rest,5,2026-08-20,1403.0,4.18,100.0
all,T:Brewmaster Monk | H:Restoration Shaman | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arms Warrior,11,3.2,10.1,16.6,51.2,22.6,-3.82,8.8,938.0,Temple of Sethraliss,2,2026-08-19,1462.0,7.0,90.9
all,T:Blood DeathKnight | H:Restoration Shaman | D:Elemental Shaman | D:Demonology Warlock | D:Arms Warrior,11,3.09,9.6,19.9,34.1,18.1,-3.82,8.8,1108.0,Ruby Life Pools,10,2026-08-19,1518.0,5.09,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Unholy DeathKnight | D:Enhancement Shaman | D:Arms Warrior,11,2.56,10.2,15.0,49.4,15.7,-3.82,8.8,1032.0,Murder Row,5,2026-08-19,1669.0,4.82,81.8
all,T:Blood DeathKnight | H:Holy Priest | D:Arcane Mage | D:Elemental Shaman | D:Arms Warrior,11,2.53,8.7,26.0,53.4,22.0,-3.82,8.8,838.0,Voidscar Arena,5,2026-08-19,1558.0,7.18,81.8
all,T:Protection Warrior | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Windwalker Monk,11,2.52,9.3,21.8,39.9,25.4,-3.82,8.8,1227.0,Murder Row,9,2026-08-19,1466.0,4.64,90.9
all,T:Blood DeathKnight | H:Restoration Shaman | D:Unholy DeathKnight | D:Devourer DemonHunter | D:BeastMastery Hunter,11,2.47,9.3,21.8,57.0,26.5,-3.82,8.8,722.0,Ruby Life Pools,2,2026-08-18,1420.0,4.73,90.9
all,T:Protection Paladin | H:Mistweaver Monk | D:Devourer DemonHunter | D:Arcane Mage | D:Arms Warrior,11,1.59,7.9,30.9,57.4,33.4,-3.82,8.8,766.0,Voidscar Arena,5,2026-08-19,1278.0,3.91,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Marksmanship Hunter | D:Arcane Mage | D:Demonology Warlock,11,1.31,8.0,29.8,49.9,27.7,-3.82,8.8,962.0,Temple of Sethraliss,2,2026-08-19,1318.0,3.91,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Windwalker Monk | D:Shadow Priest | D:Arms Warrior,11,1.23,9.7,16.5,44.5,18.2,-3.82,8.8,1000.0,Altar of Fangs,6,2026-08-18,1473.0,6.36,72.7
all,T:Blood DeathKnight | H:Holy Paladin | D:Frost DeathKnight | D:Arcane Mage | D:Elemental Shaman,11,1.09,8.5,25.3,47.7,27.3,-3.82,8.8,1004.0,Temple of Sethraliss,5,2026-08-19,1361.0,1.64,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Havoc DemonHunter | D:Balance Druid | D:Arcane Mage,11,0.75,7.8,30.4,47.0,29.8,-3.82,8.8,890.0,Ruby Life Pools,6,2026-08-19,1348.0,2.45,100.0
all,T:Blood DeathKnight | H:Restoration Druid | D:BeastMastery Hunter | D:Arcane Mage | D:Arms Warrior,11,0.64,8.2,27.4,49.3,26.0,-3.82,8.8,1035.0,Murder Row,2,2026-08-18,1407.0,3.36,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Subtlety Rogue | D:Fury Warrior,11,0.24,9.9,13.7,41.9,13.6,-3.82,8.8,1116.0,Den of Nalorakk,8,2026-08-19,1631.0,7.45,72.7
all,T:Blood DeathKnight | H:Preservation Evoker | D:Arcane Mage | D:Windwalker Monk | D:Demonology Warlock,11,0.19,9.5,16.4,29.1,21.6,-3.82,8.8,1277.0,The Blinding Vale,8,2026-08-18,1485.0,5.64,81.8
all,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:BeastMastery Hunter | D:Shadow Priest,11,-0.09,9.8,13.9,48.5,15.1,-3.82,8.8,928.0,Altar of Fangs,5,2026-08-19,1611.0,6.73,90.9
all,T:Blood DeathKnight | H:Restoration Shaman | D:Devastation Evoker | D:Retribution Paladin | D:Arms Warrior,11,-0.13,9.5,15.9,36.5,17.2,-3.82,8.8,1143.0,The Blinding Vale,2,2026-08-19,1590.0,4.09,90.9
all,T:Protection Paladin | H:Restoration Shaman | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,11,-0.54,9.3,17.4,47.4,15.3,-3.82,8.8,883.0,Ruby Life Pools,5,2026-08-19,1602.0,6.36,90.9
all,T:Protection Paladin | H:Discipline Priest | D:Arcane Mage | D:Retribution Paladin | D:Arms Warrior,11,-1.85,9.3,15.5,42.6,14.9,-3.82,8.8,1171.0,Murder Row,3,2026-08-19,1736.0,4.45,63.6
all,T:Vengeance DemonHunter | H:Holy Paladin | D:Balance Druid | D:Arcane Mage | D:Arms Warrior,11,-2.09,8.8,18.6,50.5,16.7,-3.82,8.8,979.0,Kings' Rest,3,2026-08-19,1500.0,5.64,90.9
all,T:Guardian Druid | H:Restoration Shaman | D:BeastMastery Hunter | D:Retribution Paladin | D:Arms Warrior,11,-2.28,8.6,19.7,46.6,15.1,-3.82,8.8,1056.0,Kings' Rest,4,2026-08-18,1440.0,5.0,90.9
all,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:Balance Druid | D:Demonology Warlock,11,-2.34,9.3,14.8,51.0,12.2,-3.82,8.8,881.0,Altar of Fangs,2,2026-08-18,1659.0,8.0,81.8
all,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:BeastMastery Hunter | D:Retribution Paladin,11,-2.98,8.4,20.8,57.2,21.1,-3.82,8.8,770.0,Voidscar Arena,2,2026-08-19,1515.0,6.45,90.9
all,T:Blood DeathKnight | H:Holy Priest | D:Balance Druid | D:Arcane Mage | D:Arms Warrior,11,-4.0,7.0,29.7,46.4,31.5,-3.82,8.8,965.0,Voidscar Arena,4,2026-08-19,1232.0,3.0,90.9
all,T:Blood DeathKnight | H:Holy Paladin | D:Balance Druid | D:BeastMastery Hunter | D:Arcane Mage,11,-4.07,7.5,25.5,47.0,30.4,-3.82,8.8,1081.0,Murder Row,2,2026-08-19,1366.0,2.55,90.9
all,T:Blood DeathKnight | H:Mistweaver Monk | D:Balance Druid | D:Arcane Mage | D:Retribution Paladin,11,-4.12,8.2,20.5,48.6,18.6,-3.82,8.8,864.0,Ruby Life Pools,2,2026-08-20,1600.0,4.45,90.9
all,T:Blood DeathKnight | H:Holy Paladin | D:BeastMastery Hunter | D:Arcane Mage | D:Shadow Priest,11,-4.52,8.3,19.3,53.3,22.9,-3.82,8.8,841.0,The Blinding Vale,5,2026-08-18,1528.0,5.91,81.8
all,T:Guardian Druid | H:Holy Paladin | D:Devourer DemonHunter | D:Arcane Mage | D:Elemental Shaman,11,-4.61,8.7,15.6,58.2,8.6,-3.82,8.8,702.0,Ruby Life Pools,5,2026-08-19,1619.0,6.64,63.6
all,T:Protection Paladin | H:Discipline Priest | D:Balance Druid | D:Arcane Mage | D:Demonology Warlock,11,-6.03,7.0,26.8,59.4,23.2,-3.82,8.8,731.0,The Blinding Vale,2,2026-08-19,1500.0,4.82,81.8
all,T:Blood DeathKnight | H:Holy Paladin | D:BeastMastery Hunter | D:Retribution Paladin | D:Shadow Priest,11,-10.03,6.9,21.7,50.5,30.5,-3.82,8.8,891.0,Altar of Fangs,2,2026-08-19,1244.0,4.27,81.8
all,T:Protection Paladin | H:Holy Priest | D:Survival Hunter | D:Arcane Mage | D:Elemental Shaman,10,13.31,10.1,31.8,39.5,32.8,-3.82,8.8,1162.0,Temple of Sethraliss,10,2026-08-19,1322.0,1.4,100.0
all,T:Blood DeathKnight | H:Restoration Druid | D:Arcane Mage | D:Subtlety Rogue | D:Arms Warrior,10,12.39,10.1,30.4,46.7,30.8,-3.82,8.8,960.0,The Blinding Vale,10,2026-08-19,1235.0,3.1,100.0
all,T:Brewmaster Monk | H:Preservation Evoker | D:Devourer DemonHunter | D:Devastation Evoker | D:Elemental Shaman,10,11.67,10.1,29.4,46.9,32.0,-3.82,8.8,1084.0,Murder Row,10,2026-08-19,1318.0,6.7,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Havoc DemonHunter | D:BeastMastery Hunter | D:Retribution Paladin,10,10.51,10.0,28.4,47.0,27.4,-3.82,8.8,1082.0,Murder Row,8,2026-08-19,1458.0,3.5,100.0
all,T:Protection Paladin | H:Restoration Shaman | D:Windwalker Monk | D:Subtlety Rogue | D:Arms Warrior,10,9.48,9.9,27.6,47.3,25.8,-3.82,8.8,949.0,Altar of Fangs,4,2026-08-19,1336.0,2.0,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Arcane Mage | D:Enhancement Shaman | D:Arms Warrior,10,9.4,8.5,38.2,52.6,38.8,-3.82,8.8,910.0,Temple of Sethraliss,2,2026-08-19,1148.0,2.3,100.0
all,T:Protection Paladin | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Demonology Warlock,10,9.25,9.7,28.8,48.5,23.0,-3.82,8.8,1051.0,Murder Row,5,2026-08-20,1386.0,2.0,100.0
all,T:Protection Paladin | H:Restoration Shaman | D:Unholy DeathKnight | D:Devourer DemonHunter | D:Arms Warrior,10,8.7,10.0,25.7,41.2,27.4,-3.82,8.8,987.0,Ruby Life Pools,4,2026-08-19,1451.0,2.7,100.0
all,T:Blood DeathKnight | H:Preservation Evoker | D:Unholy DeathKnight | D:Shadow Priest | D:Enhancement Shaman,10,8.46,10.4,22.3,34.9,28.2,-3.82,8.8,1172.0,Voidscar Arena,10,2026-08-20,1346.0,6.4,100.0
all,T:Blood DeathKnight | H:Preservation Evoker | D:Shadow Priest | D:Elemental Shaman | D:Arms Warrior,10,8.45,9.2,31.4,58.5,30.6,-3.82,8.8,798.0,Den of Nalorakk,2,2026-08-19,1265.0,1.6,100.0
all,T:Protection Paladin | H:Restoration Shaman | D:Balance Druid | D:Elemental Shaman | D:Enhancement Shaman,10,8.45,9.9,26.1,42.2,26.6,-3.82,8.8,1110.0,Temple of Sethraliss,8,2026-08-18,1442.0,3.5,100.0
all,T:Protection Paladin | H:Holy Paladin | D:Marksmanship Hunter | D:Arcane Mage | D:Windwalker Monk,10,7.98,10.2,23.1,36.4,23.8,-3.82,8.8,1298.0,Murder Row,10,2026-08-19,1430.0,5.7,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Arcane Mage | D:Shadow Priest | D:Assassination Rogue,10,7.93,11.0,16.9,37.1,16.0,-3.82,8.8,1207.0,Den of Nalorakk,9,2026-08-19,1582.0,3.9,90.0
all,T:Blood DeathKnight | H:Holy Priest | D:Balance Druid | D:Arcane Mage | D:Subtlety Rogue,10,7.81,9.7,26.6,48.7,33.9,-3.82,8.8,923.0,Voidscar Arena,8,2026-08-19,1290.0,3.5,90.0
all,T:Blood DeathKnight | H:Mistweaver Monk | D:BeastMastery Hunter | D:Arcane Mage | D:Fury Warrior,10,7.29,10.1,22.8,37.3,25.2,-3.82,8.8,1203.0,Den of Nalorakk,10,2026-08-19,1374.0,7.9,90.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Devourer DemonHunter | D:BeastMastery Hunter | D:Arms Warrior,10,7.21,10.5,19.6,47.6,20.4,-3.82,8.8,944.0,Altar of Fangs,5,2026-08-19,1565.0,5.3,90.0
all,T:Blood DeathKnight | H:Preservation Evoker | D:Balance Druid | D:BeastMastery Hunter | D:Arcane Mage,10,7.08,8.7,33.2,48.9,31.3,-3.82,8.8,980.0,Den of Nalorakk,2,2026-08-19,1302.0,3.8,100.0
all,T:Protection Warrior | H:Holy Paladin | D:Arcane Mage | D:Subtlety Rogue | D:Elemental Shaman,10,7.01,9.1,30.0,55.4,33.4,-3.82,8.8,856.0,Temple of Sethraliss,5,2026-08-19,1256.0,2.6,100.0
all,T:Protection Warrior | H:Restoration Druid | D:Unholy DeathKnight | D:Balance Druid | D:Arcane Mage,10,7.0,10.2,21.6,39.2,23.9,-3.82,8.8,1094.0,Voidscar Arena,9,2026-08-19,1365.0,4.7,100.0
all,T:Vengeance DemonHunter | H:Discipline Priest | D:Balance Druid | D:Arcane Mage | D:Windwalker Monk,10,6.91,9.5,26.8,54.2,23.0,-3.82,8.8,935.0,Murder Row,2,2026-08-19,1434.0,3.8,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Marksmanship Hunter | D:Arcane Mage | D:Outlaw Rogue,10,6.9,10.0,23.0,44.2,20.8,-3.82,8.8,1004.0,The Blinding Vale,5,2026-08-19,1522.0,2.9,100.0
all,T:Blood DeathKnight | H:Restoration Shaman | D:Balance Druid | D:Arcane Mage | D:Subtlety Rogue,10,6.66,10.6,18.0,42.4,16.8,-3.82,8.8,1037.0,The Blinding Vale,6,2026-08-19,1480.0,5.7,90.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Frost DeathKnight | D:Devourer DemonHunter | D:BeastMastery Hunter,10,6.62,10.7,17.2,25.7,19.6,-3.82,8.8,1337.0,Altar of Fangs,10,2026-08-19,1419.0,4.1,100.0
all,T:Blood DeathKnight | H:Holy Paladin | D:Marksmanship Hunter | D:Shadow Priest | D:Arms Warrior,10,6.45,9.6,25.4,48.8,20.2,-3.82,8.8,921.0,Voidscar Arena,6,2026-08-19,1481.0,2.4,100.0
